date,time,currency,impact,event,detail,actual,forecast,previous,day
01/12/2019,22:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=december.2019#detail=103891,48.1,,51.6,Sun
01/12/2019,22:45,NZD,yellow,Overseas Trade Index q/q,https://www.forexfactory.com/calendar?month=december.2019#detail=104716,1.9%,1.1%,1.4%,Sun
02/12/2019,00:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=december.2019#detail=106733,7.1%,5.1%,1.9%,Mon
02/12/2019,01:00,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=december.2019#detail=104276,0.0%,,0.1%,Mon
02/12/2019,01:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=december.2019#detail=104305,-8.1%,-1.0%,7.2%,Mon
02/12/2019,,AUD,orange,Company Operating Profits q/q,https://www.forexfactory.com/calendar?month=december.2019#detail=104124,-0.8%,1.0%,4.8%,Mon
02/12/2019,,AUD,yellow,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=december.2019#detail=104065,-1.7%,,-1.0%,Mon
02/12/2019,,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=107003,48.9,48.6,48.6,Mon
02/12/2019,02:45,CNY,red,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=108092,51.8,51.5,51.7,Mon
02/12/2019,06:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=december.2019#detail=104251,-5.0%,,-1.0%,Mon
02/12/2019,08:30,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=december.2019#detail=105134,0.7%,0.8%,1.6%,Mon
02/12/2019,09:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100388,47.5,46.5,46.8,Mon
02/12/2019,09:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=104908,48.8,48.8,49.4,Mon
02/12/2019,09:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100386,47.6,47.5,47.7,Mon
02/12/2019,09:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100382,51.7,51.6,51.6,Mon
02/12/2019,09:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100384,44.1,43.8,43.8,Mon
02/12/2019,10:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100383,46.9,46.6,46.6,Mon
02/12/2019,10:30,GBP,orange,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100389,48.9,48.3,48.3,Mon
02/12/2019,15:00,EUR,red,ECB President Lagarde Speaks,https://www.forexfactory.com/calendar?month=december.2019#detail=113842,,,,Mon
02/12/2019,15:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=105394,51.4,,51.2,Mon
02/12/2019,15:45,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=100391,52.6,52.2,52.2,Mon
02/12/2019,16:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2019#detail=102165,48.1,49.2,48.3,Mon
02/12/2019,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=december.2019#detail=102719,-0.8%,0.3%,-0.3%,Mon
02/12/2019,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=december.2019#detail=102194,46.7,47.0,45.5,Mon
