date,time,currency,impact,event,detail,actual,forecast,previous,day
01/04/2014,00:50,JPY,orange,Tankan Manufacturing Index,https://www.forexfactory.com/calendar?month=april.2014#detail=51346,17,19,16,Tue
01/04/2014,,JPY,orange,Tankan Non-Manufacturing Index,https://www.forexfactory.com/calendar?month=april.2014#detail=51347,24,24,20,Tue
01/04/2014,02:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50481,50.3,50.1,50.2,Tue
01/04/2014,02:30,JPY,orange,Average Cash Earnings y/y,https://www.forexfactory.com/calendar?month=april.2014#detail=51312,0.0%,-0.1%,-0.2%,Tue
01/04/2014,02:45,CNY,red,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50461,48.0,48.5,48.0,Tue
01/04/2014,04:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=april.2014#detail=49902,2.50%,2.50%,2.50%,Tue
01/04/2014,,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=april.2014#detail=49903,,,,Tue
01/04/2014,04:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=april.2014#detail=51419,0.63|4.8,,0.60|3.5,Tue
01/04/2014,06:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=april.2014#detail=50666,-12.8%,,-11.4%,Tue
01/04/2014,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50233,52.8,52.9,52.5,Tue
01/04/2014,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50230,54.4,56.9,57.6,Tue
01/04/2014,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50232,52.4,52.2,52.3,Tue
01/04/2014,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=59044,51.8,51.9,51.9,Tue
01/04/2014,08:55,EUR,orange,German Unemployment Change,https://www.forexfactory.com/calendar?month=april.2014#detail=53011,-12K,-9K,-15K,Tue
01/04/2014,,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=59046,53.7,53.8,53.8,Tue
01/04/2014,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50231,53.0,53.0,53.0,Tue
01/04/2014,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=april.2014#detail=53277,13.0%,12.9%,12.9%,Tue
01/04/2014,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2014#detail=50234,55.3,56.7,56.2,Tue
01/04/2014,,GBP,yellow,FPC Meeting Minutes,https://www.forexfactory.com/calendar?month=april.2014#detail=57086,,,,Tue
01/04/2014,10:00,EUR,orange,Unemployment Rate,https://www.forexfactory.com/calendar?month=april.2014#detail=52129,11.9%,12.0%,11.9%,Tue
01/04/2014,Day 1,EUR,orange,ECOFIN Meetings,https://www.forexfactory.com/calendar?month=april.2014#detail=53978,,,,Tue
01/04/2014,13:30,CAD,orange,RMPI m/m,https://www.forexfactory.com/calendar?month=april.2014#detail=53582,5.7%,2.3%,2.8%,Tue
01/04/2014,,CAD,yellow,IPPI m/m,https://www.forexfactory.com/calendar?month=april.2014#detail=53580,1.0%,0.7%,1.5%,Tue
