date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/09/2021,00:01,GBP,yellow,BRC Shop Price Index y/y,https://www.forexfactory.com/calendar?month=september.2021#detail=120025,-0.8%,,-1.2%,Wed,Africa/Lagos
01/09/2021,00:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=september.2021#detail=120988,5.3%,3.4%,-7.8%,Wed,Africa/Lagos
01/09/2021,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=120765,52.7,52.4,52.4,Wed,Africa/Lagos
01/09/2021,02:30,AUD,red,GDP q/q,https://www.forexfactory.com/calendar?month=september.2021#detail=119154,0.7%,0.5%,1.9%,Wed,Africa/Lagos
01/09/2021,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116559,49.2,50.2,50.3,Wed,Africa/Lagos
01/09/2021,07:00,EUR,yellow,German Retail Sales m/m,https://www.forexfactory.com/calendar?month=september.2021#detail=120551,-5.1%,-0.9%,4.5%,Wed,Africa/Lagos
01/09/2021,07:00,GBP,yellow,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=september.2021#detail=119976,2.1%,0.1%,-0.6%,Wed,Africa/Lagos
01/09/2021,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=september.2021#detail=117685,50.3%,,62.3%,Wed,Africa/Lagos
01/09/2021,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116781,59.5,58.9,59.0,Wed,Africa/Lagos
01/09/2021,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116809,67.7,67.9,71.1,Wed,Africa/Lagos
01/09/2021,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116780,60.9,60.1,60.3,Wed,Africa/Lagos
01/09/2021,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116777,57.5,57.4,57.3,Wed,Africa/Lagos
01/09/2021,08:55,EUR,orange,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116778,62.6,62.7,62.7,Wed,Africa/Lagos
01/09/2021,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116782,61.4,61.5,61.5,Wed,Africa/Lagos
01/09/2021,09:00,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=september.2021#detail=116962,9.3%,9.6%,9.4%,Wed,Africa/Lagos
01/09/2021,09:30,GBP,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=116779,60.3,60.1,60.1,Wed,Africa/Lagos
01/09/2021,10:00,EUR,yellow,Unemployment Rate,https://www.forexfactory.com/calendar?month=september.2021#detail=120347,7.6%,7.6%,7.8%,Wed,Africa/Lagos
01/09/2021,All Day,All,red,OPEC Meetings,https://www.forexfactory.com/calendar?month=september.2021#detail=119644,,,,Wed,Africa/Lagos
01/09/2021,All Day,All,red,OPEC-JMMC Meetings,https://www.forexfactory.com/calendar?month=september.2021#detail=119652,,,,Wed,Africa/Lagos
01/09/2021,13:00,EUR,yellow,German Buba President Weidmann Speaks,https://www.forexfactory.com/calendar?month=september.2021#detail=121928,,,,Wed,Africa/Lagos
01/09/2021,13:15,USD,red,ADP Non-Farm Employment Change,https://www.forexfactory.com/calendar?month=september.2021#detail=117612,374K,640K,326K,Wed,Africa/Lagos
01/09/2021,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=117661,57.2,,56.2,Wed,Africa/Lagos
01/09/2021,14:45,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=117564,61.1,61.2,61.2,Wed,Africa/Lagos
01/09/2021,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2021#detail=117321,59.9,58.5,59.5,Wed,Africa/Lagos
01/09/2021,15:00,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=september.2021#detail=117301,0.3%,0.2%,0.0%,Wed,Africa/Lagos
01/09/2021,15:00,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=september.2021#detail=117322,79.4,84.1,85.7,Wed,Africa/Lagos
01/09/2021,All Day,USD,yellow,Wards Total Vehicle Sales,https://www.forexfactory.com/calendar?month=september.2021#detail=117408,13.1M,14.4M,14.8M,Wed,Africa/Lagos
01/09/2021,15:30,USD,orange,Crude Oil Inventories,https://www.forexfactory.com/calendar?month=september.2021#detail=118797,-7.2M,-2.5M,-3.0M,Wed,Africa/Lagos
01/09/2021,17:00,USD,orange,FOMC Member Bostic Speaks,https://www.forexfactory.com/calendar?month=september.2021#detail=121929,,,,Wed,Africa/Lagos
01/09/2021,23:45,NZD,yellow,Overseas Trade Index q/q,https://www.forexfactory.com/calendar?month=september.2021#detail=119445,3.3%,0.3%,0.1%,Wed,Africa/Lagos
02/09/2021,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=september.2021#detail=120945,14.9%,16.2%,15.4%,Thu,Africa/Lagos
02/09/2021,02:30,AUD,yellow,Goods Trade Balance,https://www.forexfactory.com/calendar?month=september.2021#detail=119204,12.12B,10.10B,11.11B,Thu,Africa/Lagos
02/09/2021,04:35,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=september.2021#detail=120736,0.02|3.4,,0.01|3.3,Thu,Africa/Lagos
02/09/2021,07:30,CHF,yellow,CPI m/m,https://www.forexfactory.com/calendar?month=september.2021#detail=119776,0.2%,0.1%,-0.1%,Thu,Africa/Lagos
02/09/2021,07:30,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=september.2021#detail=119751,-2.6%,0.2%,0.1%,Thu,Africa/Lagos
02/09/2021,08:00,CHF,yellow,GDP q/q,https://www.forexfactory.com/calendar?month=september.2021#detail=119730,1.8%,1.9%,-0.4%,Thu,Africa/Lagos
02/09/2021,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=september.2021#detail=116895,-82.6K,-164.7K,-197.8K,Thu,Africa/Lagos
02/09/2021,09:47,EUR,yellow,Spanish 10-y Bond Auction,https://www.forexfactory.com/calendar?month=september.2021#detail=116923,0.31|1.7,,0.20|1.3,Thu,Africa/Lagos
02/09/2021,09:56,EUR,yellow,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=september.2021#detail=116930,-0.05|1.8,,-0.23|1.8,Thu,Africa/Lagos
02/09/2021,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=september.2021#detail=120348,2.3%,1.3%,1.4%,Thu,Africa/Lagos
02/09/2021,12:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=september.2021#detail=117420,-86.4%,,-92.8%,Thu,Africa/Lagos
