date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/09/2012,02:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38655,49.2,49.8,50.1,Sat,Africa/Lagos
01/09/2012,Day 3,All,orange,Jackson Hole Symposium,https://www.forexfactory.com/calendar?month=september.2012#detail=41539,,,,Sat,Africa/Lagos
03/09/2012,00:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=september.2012#detail=38444,45.3,,40.3,Mon,Africa/Lagos
03/09/2012,00:50,JPY,orange,Capital Spending q/y,https://www.forexfactory.com/calendar?month=september.2012#detail=38947,7.7%,8.9%,3.3%,Mon,Africa/Lagos
03/09/2012,01:30,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=39236,0.6%,,0.2%,Mon,Africa/Lagos
03/09/2012,02:00,CNY,yellow,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=42260,56.3,,55.6,Mon,Africa/Lagos
03/09/2012,02:30,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=39497,-0.8%,0.3%,1.2%,Mon,Africa/Lagos
03/09/2012,02:30,AUD,orange,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=39513,-2.3%,,-0.8%,Mon,Africa/Lagos
03/09/2012,02:30,AUD,orange,Company Operating Profits q/q,https://www.forexfactory.com/calendar?month=september.2012#detail=39459,-0.7%,1.1%,-3.7%,Mon,Africa/Lagos
03/09/2012,03:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38654,47.6,,47.8,Mon,Africa/Lagos
03/09/2012,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=september.2012#detail=39189,-13.7%,,-11.1%,Mon,Africa/Lagos
03/09/2012,08:00,CHF,red,SNB Chairman Jordan Speaks,https://www.forexfactory.com/calendar?month=september.2012#detail=44141,,,,Mon,Africa/Lagos
03/09/2012,08:15,CHF,red,Retail Sales y/y,https://www.forexfactory.com/calendar?month=september.2012#detail=39288,3.2%,3.5%,3.3%,Mon,Africa/Lagos
03/09/2012,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=43857,44.0,,42.3,Mon,Africa/Lagos
03/09/2012,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38508,46.7,49.2,48.6,Mon,Africa/Lagos
03/09/2012,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=43511,43.6,44.9,44.3,Mon,Africa/Lagos
03/09/2012,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=58953,46.0,46.2,46.2,Mon,Africa/Lagos
03/09/2012,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=59009,44.7,45.1,45.1,Mon,Africa/Lagos
03/09/2012,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38509,45.1,45.3,45.3,Mon,Africa/Lagos
03/09/2012,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38553,49.5,46.1,45.2,Mon,Africa/Lagos
03/09/2012,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=september.2012#detail=42020,,,,Mon,Africa/Lagos
03/09/2012,All Day,USD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=september.2012#detail=42039,,,,Mon,Africa/Lagos
03/09/2012,14:30,EUR,orange,ECB President Draghi Speaks,https://www.forexfactory.com/calendar?month=september.2012#detail=44137,,,,Mon,Africa/Lagos
04/09/2012,00:00,GBP,orange,BRC Retail Sales Monitor y/y,https://www.forexfactory.com/calendar?month=september.2012#detail=40206,-0.4%,,0.1%,Tue,Africa/Lagos
04/09/2012,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=september.2012#detail=39164,6.5%,9.4%,8.6%,Tue,Africa/Lagos
04/09/2012,02:00,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=40075,0.5%,,-0.4%,Tue,Africa/Lagos
04/09/2012,02:30,AUD,orange,Current Account,https://www.forexfactory.com/calendar?month=september.2012#detail=39455,-11.8B,-12.3B,-13.0B,Tue,Africa/Lagos
04/09/2012,02:30,JPY,orange,Average Cash Earnings y/y,https://www.forexfactory.com/calendar?month=september.2012#detail=39013,-1.2%,-0.3%,-0.4%,Tue,Africa/Lagos
04/09/2012,04:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=september.2012#detail=49042,0.81|2.8,,0.77|2.6,Tue,Africa/Lagos
04/09/2012,05:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=september.2012#detail=38373,3.50%,3.50%,3.50%,Tue,Africa/Lagos
04/09/2012,05:30,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=september.2012#detail=38374,,,,Tue,Africa/Lagos
04/09/2012,06:45,CHF,orange,GDP q/q,https://www.forexfactory.com/calendar?month=september.2012#detail=39294,-0.1%,0.2%,0.5%,Tue,Africa/Lagos
04/09/2012,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=september.2012#detail=44036,38.2K,,-27.8K,Tue,Africa/Lagos
04/09/2012,09:30,GBP,red,Construction PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38554,49.0,50.1,50.9,Tue,Africa/Lagos
04/09/2012,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=41278,0.4%,0.3%,-0.5%,Tue,Africa/Lagos
04/09/2012,14:00,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=43686,51.5,51.9,51.9,Tue,Africa/Lagos
04/09/2012,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=59523,53.0,,53.1,Tue,Africa/Lagos
04/09/2012,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38484,49.6,50.0,49.8,Tue,Africa/Lagos
04/09/2012,15:00,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=40362,-0.9%,0.4%,0.4%,Tue,Africa/Lagos
04/09/2012,15:00,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=september.2012#detail=38485,54.0,46.4,39.5,Tue,Africa/Lagos
04/09/2012,15:30,NZD,yellow,GDT Price Index,https://www.forexfactory.com/calendar?month=september.2012#detail=56282,6.4%,,8.0%,Tue,Africa/Lagos
04/09/2012,15:37,GBP,red,Final Services PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=38552,53.7,51.3,51.0,Tue,Africa/Lagos
04/09/2012,All Day,USD,yellow,Total Vehicle Sales,https://www.forexfactory.com/calendar?month=september.2012#detail=39955,14.5M,14.1M,14.1M,Tue,Africa/Lagos
05/09/2012,00:01,GBP,yellow,BRC Shop Price Index y/y,https://www.forexfactory.com/calendar?month=september.2012#detail=40205,1.1%,,1.0%,Wed,Africa/Lagos
05/09/2012,00:29,AUD,orange,AIG Services Index,https://www.forexfactory.com/calendar?month=september.2012#detail=38445,42.4,,46.5,Wed,Africa/Lagos
05/09/2012,02:30,AUD,red,GDP q/q,https://www.forexfactory.com/calendar?month=september.2012#detail=39463,0.6%,0.8%,1.4%,Wed,Africa/Lagos
05/09/2012,03:30,CNY,yellow,RatingDog Services PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=54030,52.0,,53.1,Wed,Africa/Lagos
05/09/2012,08:00,CHF,orange,Gov Board Member Danthine Speaks,https://www.forexfactory.com/calendar?month=september.2012#detail=44143,,,,Wed,Africa/Lagos
05/09/2012,08:15,CHF,red,CPI m/m,https://www.forexfactory.com/calendar?month=september.2012#detail=39272,0.0%,0.1%,-0.5%,Wed,Africa/Lagos
05/09/2012,08:15,EUR,yellow,Spanish Services PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=43953,44.0,,43.7,Wed,Africa/Lagos
05/09/2012,08:45,EUR,yellow,Italian Services PMI,https://www.forexfactory.com/calendar?month=september.2012#detail=43571,44.0,43.3,43.0,Wed,Africa/Lagos
