date,time,currency,impact,event,detail,actual,forecast,previous,day
02/02/2020,22:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=february.2020#detail=112720,45.4,,48.3,Sun
03/02/2020,01:00,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=february.2020#detail=114743,0.3%,,0.3%,Mon
03/02/2020,01:30,AUD,orange,Building Approvals m/m,https://www.forexfactory.com/calendar?month=february.2020#detail=114687,-0.2%,-5.0%,10.9%,Mon
03/02/2020,,AUD,yellow,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=february.2020#detail=114573,3.8%,,-5.7%,Mon
03/02/2020,,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=114794,48.8,49.3,49.3,Mon
03/02/2020,02:45,CNY,red,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=115595,51.1,51.0,51.5,Mon
03/02/2020,06:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=february.2020#detail=114719,-3.6%,,-1.9%,Mon
03/02/2020,09:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=111388,48.5,48.3,47.4,Mon
03/02/2020,09:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=111949,47.8,50.3,50.2,Mon
03/02/2020,09:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=111387,48.9,46.9,46.2,Mon
03/02/2020,09:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=111385,51.1,51.0,51.0,Mon
03/02/2020,09:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=111386,45.3,45.2,45.2,Mon
03/02/2020,10:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2020#detail=111384,47.9,47.8,47.8,Mon
