date,time,currency,impact,event,detail,actual,forecast,previous,day
01/01/2008,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=23281,,,,Tue
01/01/2008,All Day,JPY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12060,,,,Tue
01/01/2008,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=january.2008#detail=18347,55.3,,55.4,Tue
01/01/2008,All Day,CHF,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12037,,,,Tue
01/01/2008,All Day,EUR,gray,German Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12187,,,,Tue
01/01/2008,All Day,EUR,gray,French Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12200,,,,Tue
01/01/2008,All Day,EUR,gray,Italian Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12222,,,,Tue
01/01/2008,All Day,GBP,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12028,,,,Tue
01/01/2008,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12021,,,,Tue
01/01/2008,All Day,USD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12005,,,,Tue
01/01/2008,All Day,NZD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12090,,,,Tue
01/01/2008,22:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=january.2008#detail=6564,57.6,,53.8,Tue
02/01/2008,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=23282,,,,Wed
02/01/2008,All Day,JPY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2008#detail=12061,,,,Wed
02/01/2008,02:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=january.2008#detail=18342,53.3,,52.8,Wed
02/01/2008,05:30,AUD,orange,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=january.2008#detail=10297,1.8%,,1.6%,Wed
