date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/07/2021,00:50,JPY,yellow,Tankan Manufacturing Index,https://www.forexfactory.com/calendar?month=july.2021#detail=120782,14,16,5,Thu,Africa/Lagos
01/07/2021,,JPY,yellow,Tankan Non-Manufacturing Index,https://www.forexfactory.com/calendar?month=july.2021#detail=120783,1,3,-1,Thu,Africa/Lagos
01/07/2021,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=120767,52.4,51.5,51.5,Thu,Africa/Lagos
01/07/2021,02:30,AUD,yellow,Goods Trade Balance,https://www.forexfactory.com/calendar?month=july.2021#detail=119202,9.68B,10.50B,8.16B,Thu,Africa/Lagos
01/07/2021,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116557,51.3,51.8,52.0,Thu,Africa/Lagos
01/07/2021,04:35,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=july.2021#detail=120740,0.06|3.5,,0.08|2.9,Thu,Africa/Lagos
01/07/2021,07:00,EUR,yellow,German Retail Sales m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=120549,4.2%,4.5%,-6.8%,Thu,Africa/Lagos
01/07/2021,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=july.2021#detail=117683,49.1%,,40.7%,Thu,Africa/Lagos
01/07/2021,,CHF,yellow,CPI m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=119774,0.1%,0.2%,0.3%,Thu,Africa/Lagos
01/07/2021,,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=july.2021#detail=119749,2.8%,17.5%,37.7%,Thu,Africa/Lagos
01/07/2021,08:00,EUR,orange,ECB President Lagarde Speaks,https://www.forexfactory.com/calendar?month=july.2021#detail=121857,,,,Thu,Africa/Lagos
01/07/2021,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116770,60.4,59.6,59.4,Thu,Africa/Lagos
01/07/2021,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116807,66.7,69.4,69.9,Thu,Africa/Lagos
01/07/2021,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116769,62.2,62.3,62.3,Thu,Africa/Lagos
01/07/2021,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116767,59.0,58.6,58.6,Thu,Africa/Lagos
01/07/2021,08:55,EUR,orange,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116768,65.1,64.9,64.9,Thu,Africa/Lagos
01/07/2021,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116766,63.4,63.1,63.1,Thu,Africa/Lagos
01/07/2021,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2021#detail=116960,10.5%,10.7%,10.7%,Thu,Africa/Lagos
01/07/2021,,GBP,red,BOE Gov Bailey Speaks,https://www.forexfactory.com/calendar?month=july.2021#detail=121850,,,,Thu,Africa/Lagos
01/07/2021,09:30,GBP,orange,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116765,63.9,64.2,64.2,Thu,Africa/Lagos
01/07/2021,10:00,EUR,yellow,Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2021#detail=120329,7.9%,8.0%,8.1%,Thu,Africa/Lagos
01/07/2021,,GBP,orange,BOE Gov Bailey Speaks,https://www.forexfactory.com/calendar?month=july.2021#detail=121849,,,,Thu,Africa/Lagos
01/07/2021,10:02,EUR,yellow,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=july.2021#detail=116932,0.13|2.1,,0.16|2.0,Thu,Africa/Lagos
01/07/2021,Day 1,All,red,OPEC-JMMC Meetings,https://www.forexfactory.com/calendar?month=july.2021#detail=119650,,,,Thu,Africa/Lagos
01/07/2021,12:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=july.2021#detail=117418,-88.0%,,-93.8%,Thu,Africa/Lagos
01/07/2021,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=july.2021#detail=117274,,,,Thu,Africa/Lagos
01/07/2021,13:30,USD,orange,Unemployment Claims,https://www.forexfactory.com/calendar?month=july.2021#detail=117449,364K,388K,415K,Thu,Africa/Lagos
01/07/2021,14:45,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=117562,62.1,62.6,62.6,Thu,Africa/Lagos
01/07/2021,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=117317,60.6,61.0,61.2,Thu,Africa/Lagos
01/07/2021,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=117299,-0.3%,0.4%,0.1%,Thu,Africa/Lagos
01/07/2021,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=july.2021#detail=117318,92.1,86.0,88.0,Thu,Africa/Lagos
01/07/2021,All Day,USD,yellow,Wards Total Vehicle Sales,https://www.forexfactory.com/calendar?month=july.2021#detail=117406,15.4M,16.9M,17.0M,Thu,Africa/Lagos
01/07/2021,15:30,USD,yellow,Natural Gas Storage,https://www.forexfactory.com/calendar?month=july.2021#detail=118672,76B,68B,55B,Thu,Africa/Lagos
02/07/2021,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=july.2021#detail=120943,19.1%,24.3%,22.4%,Fri,Africa/Lagos
02/07/2021,07:45,EUR,yellow,French Gov Budget Balance,https://www.forexfactory.com/calendar?month=july.2021#detail=117065,-118.8B,,-91.4B,Fri,Africa/Lagos
02/07/2021,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=july.2021#detail=116893,-166.9K,-110.5K,-129.4K,Fri,Africa/Lagos
02/07/2021,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=120330,1.3%,1.2%,0.9%,Fri,Africa/Lagos
02/07/2021,Day 2,All,red,OPEC-JMMC Meetings,https://www.forexfactory.com/calendar?month=july.2021#detail=121867,,,,Fri,Africa/Lagos
02/07/2021,13:30,CAD,yellow,Building Permits m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=117872,-14.8%,0.3%,0.2%,Fri,Africa/Lagos
02/07/2021,,CAD,yellow,Trade Balance,https://www.forexfactory.com/calendar?month=july.2021#detail=121843,-1.4B,0.4B,0.5B,Fri,Africa/Lagos
02/07/2021,,EUR,orange,ECB President Lagarde Speaks,https://www.forexfactory.com/calendar?month=july.2021#detail=121851,,,,Fri,Africa/Lagos
02/07/2021,,USD,red,Average Hourly Earnings m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=117389,0.3%,0.3%,0.4%,Fri,Africa/Lagos
02/07/2021,,USD,red,Non-Farm Employment Change,https://www.forexfactory.com/calendar?month=july.2021#detail=117370,850K,725K,583K,Fri,Africa/Lagos
02/07/2021,,USD,red,Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2021#detail=117388,5.9%,5.6%,5.8%,Fri,Africa/Lagos
02/07/2021,,USD,yellow,Trade Balance,https://www.forexfactory.com/calendar?month=july.2021#detail=117482,-71.2B,-71.4B,-69.1B,Fri,Africa/Lagos
02/07/2021,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=117659,56.5,,57.0,Fri,Africa/Lagos
02/07/2021,15:00,USD,yellow,Factory Orders m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=118258,1.7%,1.7%,-0.1%,Fri,Africa/Lagos
04/07/2021,23:30,AUD,yellow,AIG Construction Index,https://www.forexfactory.com/calendar?month=july.2021#detail=116501,55.5,,58.3,Sun,Africa/Lagos
05/07/2021,02:00,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=119102,0.4%,,-0.2%,Mon,Africa/Lagos
05/07/2021,,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=119393,0.8%,,2.1%,Mon,Africa/Lagos
05/07/2021,02:30,AUD,yellow,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=119090,3.0%,,6.8%,Mon,Africa/Lagos
05/07/2021,,AUD,yellow,Building Approvals m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=119214,-7.1%,-5.0%,-5.7%,Mon,Africa/Lagos
05/07/2021,02:45,CNY,yellow,RatingDog Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116580,50.3,54.8,55.1,Mon,Africa/Lagos
05/07/2021,07:45,EUR,yellow,French Industrial Production m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=117025,-0.3%,0.8%,0.1%,Mon,Africa/Lagos
05/07/2021,08:15,EUR,yellow,Spanish Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116854,62.5,60.6,59.4,Mon,Africa/Lagos
05/07/2021,08:45,EUR,yellow,Italian Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116853,56.7,56.3,53.1,Mon,Africa/Lagos
05/07/2021,08:50,EUR,yellow,French Final Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116850,57.8,57.4,57.4,Mon,Africa/Lagos
05/07/2021,08:55,EUR,yellow,German Final Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116851,57.5,58.1,58.1,Mon,Africa/Lagos
05/07/2021,09:00,EUR,yellow,Final Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116849,58.3,58.0,58.0,Mon,Africa/Lagos
05/07/2021,09:30,EUR,yellow,Sentix Investor Confidence,https://www.forexfactory.com/calendar?month=july.2021#detail=120431,29.8,30.2,28.1,Mon,Africa/Lagos
05/07/2021,,GBP,yellow,Final Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=116852,62.4,61.7,61.7,Mon,Africa/Lagos
05/07/2021,All Day,USD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=july.2021#detail=117287,,,,Mon,Africa/Lagos
05/07/2021,15:30,CAD,orange,BOC Business Outlook Survey,https://www.forexfactory.com/calendar?month=july.2021#detail=117905,,,,Mon,Africa/Lagos
05/07/2021,23:00,NZD,yellow,NZIER Business Confidence,https://www.forexfactory.com/calendar?month=july.2021#detail=119274,7,,-13,Mon,Africa/Lagos
06/07/2021,00:30,JPY,yellow,Average Cash Earnings y/y,https://www.forexfactory.com/calendar?month=july.2021#detail=121372,1.9%,2.1%,1.4%,Tue,Africa/Lagos
06/07/2021,,JPY,yellow,Household Spending y/y,https://www.forexfactory.com/calendar?month=july.2021#detail=121008,11.6%,10.9%,13.0%,Tue,Africa/Lagos
06/07/2021,04:35,JPY,yellow,30-y Bond Auction,https://www.forexfactory.com/calendar?month=july.2021#detail=120741,0.68|3.6,,0.69|3.4,Tue,Africa/Lagos
06/07/2021,05:30,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=july.2021#detail=119031,,,,Tue,Africa/Lagos
06/07/2021,,AUD,orange,Cash Rate,https://www.forexfactory.com/calendar?month=july.2021#detail=119020,0.10%,0.10%,0.10%,Tue,Africa/Lagos
06/07/2021,07:00,AUD,red,RBA Gov Lowe Speaks,https://www.forexfactory.com/calendar?month=july.2021#detail=121863,,,,Tue,Africa/Lagos
06/07/2021,,EUR,yellow,German Factory Orders m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=120621,-3.7%,0.9%,1.2%,Tue,Africa/Lagos
06/07/2021,09:30,GBP,yellow,Construction PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=119823,66.3,63.9,64.2,Tue,Africa/Lagos
06/07/2021,,GBP,yellow,Housing Equity Withdrawal q/q,https://www.forexfactory.com/calendar?month=july.2021#detail=116408,4.0B,-3.7B,0.0B,Tue,Africa/Lagos
06/07/2021,10:00,EUR,orange,ZEW Economic Sentiment,https://www.forexfactory.com/calendar?month=july.2021#detail=120443,61.2,79.0,81.3,Tue,Africa/Lagos
06/07/2021,,EUR,orange,German ZEW Economic Sentiment,https://www.forexfactory.com/calendar?month=july.2021#detail=120455,63.3,75.0,79.8,Tue,Africa/Lagos
06/07/2021,,EUR,yellow,Retail Sales m/m,https://www.forexfactory.com/calendar?month=july.2021#detail=120331,4.6%,4.3%,-3.9%,Tue,Africa/Lagos
06/07/2021,10:03,GBP,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=july.2021#detail=119803,0.82|2.7,,0.94|2.6,Tue,Africa/Lagos
06/07/2021,14:45,USD,yellow,Final Services PMI,https://www.forexfactory.com/calendar?month=july.2021#detail=121554,64.6,64.8,64.8,Tue,Africa/Lagos
