date,time,currency,impact,actual,forecast,previous,day,event,detail,timezone
30/06/2022,,GBP,yellow,-51.7B,-39.7B,-7.3B,Thu,,,Africa/Lagos
30/06/2022,,GBP,yellow,0.8%,0.8%,0.8%,Thu,,,Africa/Lagos
30/06/2022,,GBP,yellow,0.3%,0.5%,0.9%,Thu,,,Africa/Lagos
30/06/2022,,GBP,yellow,-0.6%,-0.5%,-0.5%,Thu,,,Africa/Lagos
30/06/2022,07:30,CHF,yellow,-1.6%,-5.0%,-5.5%,Thu,,,Africa/Lagos
30/06/2022,07:45,EUR,yellow,0.7%,0.2%,-0.7%,Thu,,,Africa/Lagos
30/06/2022,,EUR,yellow,0.7%,0.7%,0.7%,Thu,,,Africa/Lagos
30/06/2022,08:00,CHF,yellow,96.9,96.2,97.7,Thu,,,Africa/Lagos
30/06/2022,08:55,EUR,yellow,133K,-5K,-5K,Thu,,,Africa/Lagos
30/06/2022,09:00,EUR,yellow,8.1%,8.4%,8.3%,Thu,,,Africa/Lagos
30/06/2022,10:00,EUR,yellow,6.6%,6.8%,6.7%,Thu,,,Africa/Lagos
30/06/2022,10:16,EUR,yellow,3.47|1.6,,3.10|1.6,Thu,,,Africa/Lagos
30/06/2022,All Day,All,red,,,,Thu,,,Africa/Lagos
30/06/2022,13:30,CAD,orange,0.3%,0.3%,0.7%,Thu,,,Africa/Lagos
30/06/2022,,USD,red,0.3%,0.4%,0.3%,Thu,,,Africa/Lagos
30/06/2022,,USD,orange,231K,228K,233K,Thu,,,Africa/Lagos
30/06/2022,,USD,yellow,0.5%,0.5%,0.5%,Thu,,,Africa/Lagos
30/06/2022,,USD,yellow,0.2%,0.4%,0.6%,Thu,,,Africa/Lagos
30/06/2022,14:45,USD,yellow,56.0,58.1,60.3,Thu,,,Africa/Lagos
30/06/2022,15:30,USD,yellow,82B,70B,74B,Thu,,,Africa/Lagos
30/06/2022,23:30,AUD,yellow,54.0,,52.4,Thu,,,Africa/Lagos
30/06/2022,23:45,NZD,yellow,-0.5%,,-8.6%,Thu,,,Africa/Lagos
