date,time,currency,impact,event,detail,actual,forecast,previous,day
01/08/2013,00:58,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=44763,50.3,49.8,50.1,Thu
01/08/2013,01:00,AUD,orange,HIA New Home Sales m/m,https://www.forexfactory.com/calendar?month=august.2013#detail=44355,3.4%,,1.6%,Thu
01/08/2013,01:30,AUD,orange,Import Prices q/q,https://www.forexfactory.com/calendar?month=august.2013#detail=44447,-0.3%,1.9%,0.0%,Thu
01/08/2013,01:45,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=44762,47.7,47.7,47.7,Thu
01/08/2013,03:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=august.2013#detail=49053,0.80|3.5,,0.88|2.4,Thu
01/08/2013,All Day,CHF,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=august.2013#detail=48236,,,,Thu
01/08/2013,06:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=august.2013#detail=44472,-11.8%,,-10.4%,Thu
01/08/2013,07:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=47226,49.8,50.7,50.0,Thu
01/08/2013,07:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=47222,50.4,49.8,49.1,Thu
01/08/2013,07:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=59030,49.7,49.8,49.8,Thu
01/08/2013,07:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=59031,50.7,50.3,50.3,Thu
01/08/2013,08:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=47218,50.3,50.1,50.1,Thu
01/08/2013,08:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2013#detail=45816,54.6,52.8,52.9,Thu
01/08/2013,11:00,GBP,red,Asset Purchase Facility,https://www.forexfactory.com/calendar?month=august.2013#detail=45743,375B,375B,375B,Thu
01/08/2013,,GBP,red,Official Bank Rate,https://www.forexfactory.com/calendar?month=august.2013#detail=45744,0.50%,0.50%,0.50%,Thu
01/08/2013,11:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=august.2013#detail=45687,2.3%,,4.8%,Thu
