date,time,currency,impact,event,detail,actual,forecast,previous,day
01/10/2016,02:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2016#detail=62801,50.4,50.5,50.4,Sat
01/10/2016,,CNY,orange,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2016#detail=62800,53.7,,53.5,Sat
01/10/2016,17:00,AUD,gray,Daylight Saving Time Shift,https://www.forexfactory.com/calendar?month=october.2016#detail=60493,,,,Sat
02/10/2016,All Day,AUD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=october.2016#detail=60621,,,,Sun
02/10/2016,23:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=october.2016#detail=60633,49.8,,46.9,Sun
03/10/2016,00:50,JPY,orange,Tankan Manufacturing Index,https://www.forexfactory.com/calendar?month=october.2016#detail=63516,6,7,6,Mon
03/10/2016,,JPY,orange,Tankan Non-Manufacturing Index,https://www.forexfactory.com/calendar?month=october.2016#detail=63517,18,18,19,Mon
03/10/2016,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=october.2016#detail=63140,,,,Mon
03/10/2016,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2016#detail=63792,50.4,50.3,50.3,Mon
03/10/2016,01:37,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=october.2016#detail=60695,0.4%,,0.2%,Mon
03/10/2016,All Day,EUR,gray,German Bank Holiday,https://www.forexfactory.com/calendar?month=october.2016#detail=62508,,,,Mon
03/10/2016,08:15,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=october.2016#detail=62196,-3.0%,-1.6%,-2.7%,Mon
03/10/2016,,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2016#detail=60054,52.3,51.6,51.0,Mon
03/10/2016,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2016#detail=62224,53.2,51.9,51.0,Mon
03/10/2016,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2016#detail=60053,51.0,50.2,49.8,Mon
