date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/01/2021,All Day,JPY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121137,,,,Fri,Africa/Lagos
01/01/2021,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121138,,,,Fri,Africa/Lagos
01/01/2021,All Day,CHF,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121139,,,,Fri,Africa/Lagos
01/01/2021,All Day,EUR,gray,French Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121140,,,,Fri,Africa/Lagos
01/01/2021,All Day,EUR,gray,German Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121141,,,,Fri,Africa/Lagos
01/01/2021,All Day,EUR,gray,Italian Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121142,,,,Fri,Africa/Lagos
01/01/2021,All Day,GBP,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=121129,,,,Fri,Africa/Lagos
01/01/2021,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=117269,,,,Fri,Africa/Lagos
01/01/2021,All Day,USD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=117281,,,,Fri,Africa/Lagos
03/01/2021,All Day,NZD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=january.2021#detail=117259,,,,Sun,Africa/Lagos
04/01/2021,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=january.2021#detail=120773,50.0,49.7,49.7,Mon,Africa/Lagos
04/01/2021,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=january.2021#detail=116551,53.0,54.7,54.9,Mon,Africa/Lagos
04/01/2021,06:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=january.2021#detail=117677,11.7%,,2.5%,Mon,Africa/Lagos
