date,time,currency,impact,event,detail,actual,forecast,previous,day
01/05/2012,00:20,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=may.2012#detail=38432,43.9,,49.5,Tue
01/05/2012,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=may.2012#detail=42142,,,,Tue
01/05/2012,01:59,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2012#detail=38647,53.3,53.6,53.1,Tue
01/05/2012,02:30,AUD,orange,HPI q/q,https://www.forexfactory.com/calendar?month=may.2012#detail=39599,-1.1%,-0.4%,-0.7%,Tue
01/05/2012,05:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=may.2012#detail=38358,3.75%,4.00%,4.25%,Tue
01/05/2012,,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=may.2012#detail=38359,,,,Tue
01/05/2012,All Day,CHF,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=may.2012#detail=42028,,,,Tue
01/05/2012,All Day,EUR,gray,French Bank Holiday,https://www.forexfactory.com/calendar?month=may.2012#detail=42081,,,,Tue
01/05/2012,All Day,EUR,gray,Italian Bank Holiday,https://www.forexfactory.com/calendar?month=may.2012#detail=42092,,,,Tue
01/05/2012,All Day,EUR,gray,German Bank Holiday,https://www.forexfactory.com/calendar?month=may.2012#detail=42100,,,,Tue
01/05/2012,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=may.2012#detail=39184,-4.2%,,2.1%,Tue
01/05/2012,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2012#detail=38542,50.5,51.4,51.9,Tue
01/05/2012,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2012#detail=59519,53.3,,52.4,Tue
01/05/2012,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2012#detail=38476,54.8,53.0,53.4,Tue
01/05/2012,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=may.2012#detail=40359,0.1%,0.5%,-1.4%,Tue
