date,time,currency,impact,event,detail,actual,forecast,previous,day
01/09/2013,01:58,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=44765,51.0,50.6,50.3,Sun
01/09/2013,23:45,NZD,orange,Overseas Trade Index q/q,https://www.forexfactory.com/calendar?month=september.2013#detail=44661,4.9%,3.9%,4.2%,Sun
02/09/2013,00:25,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=september.2013#detail=44279,46.4,,42.0,Mon
02/09/2013,00:50,JPY,orange,Capital Spending q/y,https://www.forexfactory.com/calendar?month=september.2013#detail=45300,0.0%,-2.0%,-3.9%,Mon
02/09/2013,01:30,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=44461,0.1%,,0.5%,Mon
02/09/2013,02:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=44358,10.8%,4.1%,-6.3%,Mon
02/09/2013,,AUD,orange,Company Operating Profits q/q,https://www.forexfactory.com/calendar?month=september.2013#detail=44479,-0.8%,1.1%,3.5%,Mon
02/09/2013,02:45,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=44764,50.1,50.2,50.1,Mon
02/09/2013,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=september.2013#detail=44473,-7.3%,,-9.7%,Mon
02/09/2013,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=47235,51.1,50.1,49.8,Mon
02/09/2013,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=45354,54.6,55.9,57.4,Mon
02/09/2013,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=47231,51.3,50.7,50.4,Mon
02/09/2013,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=59027,49.7,49.7,49.7,Mon
02/09/2013,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=59029,51.8,52.0,52.0,Mon
02/09/2013,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=47227,51.4,51.3,51.3,Mon
02/09/2013,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=45818,57.2,55.2,54.8,Mon
02/09/2013,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=september.2013#detail=48151,,,,Mon
02/09/2013,All Day,USD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=september.2013#detail=48181,,,,Mon
03/09/2013,00:01,GBP,orange,BRC Retail Sales Monitor y/y,https://www.forexfactory.com/calendar?month=september.2013#detail=46141,1.8%,,2.2%,Tue
03/09/2013,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=september.2013#detail=44990,42.0%,41.3%,38.0%,Tue
03/09/2013,02:00,CNY,orange,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=44780,53.9,,54.1,Tue
03/09/2013,,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=44647,0.7%,,0.6%,Tue
03/09/2013,02:30,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=44545,0.1%,0.4%,0.0%,Tue
03/09/2013,,AUD,orange,Current Account,https://www.forexfactory.com/calendar?month=september.2013#detail=44483,-9.4B,-8.3B,-8.7B,Tue
03/09/2013,,JPY,orange,Average Cash Earnings y/y,https://www.forexfactory.com/calendar?month=september.2013#detail=45124,0.4%,0.8%,0.6%,Tue
03/09/2013,04:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=september.2013#detail=49054,0.77|3.5,,0.80|3.5,Tue
03/09/2013,05:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=september.2013#detail=44236,2.50%,2.50%,2.50%,Tue
03/09/2013,,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=september.2013#detail=44237,,,,Tue
03/09/2013,06:45,CHF,orange,GDP q/q,https://www.forexfactory.com/calendar?month=september.2013#detail=45468,0.5%,0.3%,0.6%,Tue
03/09/2013,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=september.2013#detail=47436,0.0K,-5.2K,-64.9K,Tue
03/09/2013,09:30,GBP,red,Construction PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=45819,59.1,58.4,57.0,Tue
03/09/2013,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=46874,0.3%,0.2%,0.0%,Tue
03/09/2013,14:00,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=46766,53.1,53.9,53.9,Tue
03/09/2013,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=59535,52.1,,52.0,Tue
03/09/2013,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=46730,55.7,54.2,55.4,Tue
03/09/2013,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=46262,0.6%,0.3%,0.0%,Tue
03/09/2013,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=september.2013#detail=46742,54.0,51.6,49.0,Tue
03/09/2013,15:30,NZD,yellow,GDT Price Index,https://www.forexfactory.com/calendar?month=september.2013#detail=56306,-1.1%,,2.3%,Tue
04/09/2013,00:01,GBP,yellow,BRC Shop Price Index y/y,https://www.forexfactory.com/calendar?month=september.2013#detail=46117,-0.5%,,-0.5%,Wed
04/09/2013,00:28,AUD,yellow,AIG Services Index,https://www.forexfactory.com/calendar?month=september.2013#detail=44280,39.0,,39.4,Wed
04/09/2013,02:30,AUD,red,GDP q/q,https://www.forexfactory.com/calendar?month=september.2013#detail=44487,0.6%,0.6%,0.5%,Wed
04/09/2013,02:45,CNY,orange,RatingDog Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=54042,52.8,,51.3,Wed
04/09/2013,08:15,EUR,orange,Spanish Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=47271,50.4,49.3,48.5,Wed
04/09/2013,08:45,EUR,orange,Italian Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=47267,48.8,49.2,48.7,Wed
04/09/2013,08:50,EUR,yellow,French Final Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=59208,48.9,47.7,47.7,Wed
04/09/2013,08:55,EUR,yellow,German Final Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=59220,52.8,52.4,52.4,Wed
04/09/2013,09:00,EUR,yellow,Final Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=47263,50.7,51.0,51.0,Wed
04/09/2013,09:30,GBP,red,Final Services PMI,https://www.forexfactory.com/calendar?month=september.2013#detail=45835,60.5,59.3,60.2,Wed
04/09/2013,10:00,EUR,orange,Retail Sales m/m,https://www.forexfactory.com/calendar?month=september.2013#detail=46898,0.1%,0.5%,-0.7%,Wed
04/09/2013,,EUR,yellow,Revised GDP q/q,https://www.forexfactory.com/calendar?month=september.2013#detail=46934,0.3%,0.3%,0.3%,Wed
