date,time,currency,impact,event,detail,actual,forecast,previous,day
01/12/2022,00:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=december.2022#detail=126803,9.8%,6.4%,4.6%,Thu
01/12/2022,01:30,AUD,yellow,Private Capital Expenditure q/q,https://www.forexfactory.com/calendar?month=december.2022#detail=124921,-0.6%,1.6%,-0.3%,Thu
01/12/2022,,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=126991,49.0,49.4,49.4,Thu
01/12/2022,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=123635,49.4,48.9,49.2,Thu
01/12/2022,04:35,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=december.2022#detail=126969,0.25|6.0,,0.25|5.2,Thu
01/12/2022,06:00,JPY,yellow,Consumer Confidence,https://www.forexfactory.com/calendar?month=december.2022#detail=126839,28.6,30.0,29.9,Thu
01/12/2022,06:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=december.2022#detail=124885,19.1%,,31.6%,Thu
01/12/2022,08:00,EUR,yellow,German Retail Sales m/m,https://www.forexfactory.com/calendar?month=december.2022#detail=125575,-2.8%,-0.6%,1.2%,Thu
01/12/2022,,GBP,yellow,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=december.2022#detail=124720,-1.4%,-0.3%,-0.9%,Thu
01/12/2022,08:30,CHF,red,CPI m/m,https://www.forexfactory.com/calendar?month=december.2022#detail=125128,0.0%,0.0%,0.1%,Thu
01/12/2022,,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=december.2022#detail=125164,-2.5%,3.5%,2.6%,Thu
01/12/2022,09:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122506,45.7,45.9,44.7,Thu
01/12/2022,09:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122505,53.9,54.1,54.9,Thu
01/12/2022,09:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122507,48.4,47.0,46.5,Thu
01/12/2022,09:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122510,48.3,49.1,49.1,Thu
01/12/2022,09:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122509,46.2,46.7,46.7,Thu
01/12/2022,10:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122511,47.1,47.3,47.3,Thu
01/12/2022,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=december.2022#detail=122529,7.8%,8.0%,7.9%,Thu
01/12/2022,10:30,GBP,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2022#detail=122508,46.5,46.2,46.2,Thu
01/12/2022,11:00,EUR,yellow,Unemployment Rate,https://www.forexfactory.com/calendar?month=december.2022#detail=126791,6.5%,6.6%,6.6%,Thu
01/12/2022,11:02,EUR,yellow,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=december.2022#detail=122621,2.19|2.2,,2.76|2.1,Thu
01/12/2022,11:03,GBP,yellow,30-y Bond Auction,https://www.forexfactory.com/calendar?month=december.2022#detail=124549,3.41|2.1,,2.36|2.5,Thu
01/12/2022,11:06,EUR,yellow,Spanish 10-y Bond Auction,https://www.forexfactory.com/calendar?month=december.2022#detail=122622,2.66|2.2,,2.90|1.8,Thu
01/12/2022,13:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=december.2022#detail=123112,416.5%,,48.3%,Thu
01/12/2022,14:30,CAD,yellow,Labor Productivity q/q,https://www.forexfactory.com/calendar?month=december.2022#detail=126136,0.6%,0.3%,0.2%,Thu
01/12/2022,,USD,red,Core PCE Price Index m/m,https://www.forexfactory.com/calendar?month=december.2022#detail=124354,0.2%,0.3%,0.5%,Thu
01/12/2022,,USD,orange,Unemployment Claims,https://www.forexfactory.com/calendar?month=december.2022#detail=123008,225K,234K,241K,Thu
