date,time,currency,impact,event,detail,actual,forecast,previous,day
01/06/2021,00:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=june.2021#detail=120987,-7.8%,-6.7%,-4.8%,Tue
01/06/2021,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=june.2021#detail=120768,53.0,52.5,52.5,Tue
01/06/2021,02:30,AUD,yellow,Building Approvals m/m,https://www.forexfactory.com/calendar?month=june.2021#detail=119213,-8.6%,-9.9%,18.9%,Tue
01/06/2021,,AUD,yellow,Company Operating Profits q/q,https://www.forexfactory.com/calendar?month=june.2021#detail=119145,-0.3%,3.6%,-4.8%,Tue
01/06/2021,,AUD,yellow,Current Account,https://www.forexfactory.com/calendar?month=june.2021#detail=119149,18.3B,17.8B,16.0B,Tue
01/06/2021,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=june.2021#detail=116556,52.0,52.1,51.9,Tue
01/06/2021,05:30,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=june.2021#detail=119030,,,,Tue
01/06/2021,,AUD,orange,Cash Rate,https://www.forexfactory.com/calendar?month=june.2021#detail=119019,0.10%,0.10%,0.10%,Tue
01/06/2021,07:00,GBP,yellow,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=june.2021#detail=119973,1.8%,0.7%,2.3%,Tue
01/06/2021,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=june.2021#detail=117682,39.7%,,33.6%,Tue
01/06/2021,,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=june.2021#detail=119748,35.7%,15.4%,23.1%,Tue
01/06/2021,08:00,CHF,yellow,GDP q/q,https://www.forexfactory.com/calendar?month=june.2021#detail=119729,-0.5%,-0.4%,0.1%,Tue
01/06/2021,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=june.2021#detail=116759,59.4,59.3,57.7,Tue
01/06/2021,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=june.2021#detail=116806,69.9,70.0,69.5,Tue
