date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/08/2016,00:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=august.2016#detail=60631,56.4,,51.8,Mon,Africa/Lagos
01/08/2016,02:00,AUD,yellow,HIA New Home Sales m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=60666,8.2%,,-4.4%,Mon,Africa/Lagos
01/08/2016,,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=60693,-0.3%,,0.6%,Mon,Africa/Lagos
01/08/2016,,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=62796,49.9,50.1,50.0,Mon,Africa/Lagos
01/08/2016,,CNY,orange,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=62797,53.9,,53.7,Mon,Africa/Lagos
01/08/2016,02:15,USD,orange,FOMC Member Dudley Speaks,https://www.forexfactory.com/calendar?month=august.2016#detail=64167,,,,Mon,Africa/Lagos
01/08/2016,02:45,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=63104,50.6,48.8,48.6,Mon,Africa/Lagos
01/08/2016,03:00,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=63790,49.3,49.0,49.0,Mon,Africa/Lagos
01/08/2016,All Day,CHF,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=august.2016#detail=61531,,,,Mon,Africa/Lagos
01/08/2016,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60040,51.0,51.6,52.2,Mon,Africa/Lagos
01/08/2016,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60041,51.2,52.5,53.5,Mon,Africa/Lagos
01/08/2016,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60043,48.6,48.6,48.6,Mon,Africa/Lagos
01/08/2016,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60042,53.8,53.7,53.7,Mon,Africa/Lagos
01/08/2016,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60038,52.0,51.9,51.9,Mon,Africa/Lagos
01/08/2016,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=64124,48.2,49.1,49.1,Mon,Africa/Lagos
01/08/2016,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=august.2016#detail=62476,,,,Mon,Africa/Lagos
01/08/2016,14:45,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60159,52.9,52.9,52.9,Mon,Africa/Lagos
01/08/2016,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=61766,52.6,53.1,53.2,Mon,Africa/Lagos
01/08/2016,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61765,-0.6%,0.5%,-0.1%,Mon,Africa/Lagos
01/08/2016,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=august.2016#detail=61768,55.0,61.0,60.5,Mon,Africa/Lagos
01/08/2016,19:00,USD,yellow,Loan Officer Survey,https://www.forexfactory.com/calendar?month=august.2016#detail=59638,,,,Mon,Africa/Lagos
02/08/2016,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=august.2016#detail=63476,24.7%,24.3%,25.4%,Tue,Africa/Lagos
02/08/2016,02:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=60508,-2.9%,0.9%,-5.4%,Tue,Africa/Lagos
02/08/2016,,AUD,red,Goods Trade Balance,https://www.forexfactory.com/calendar?month=august.2016#detail=60488,-3.20B,-2.00B,-2.42B,Tue,Africa/Lagos
02/08/2016,04:00,NZD,red,Inflation Expectations q/q,https://www.forexfactory.com/calendar?month=august.2016#detail=61364,1.65%,,1.64%,Tue,Africa/Lagos
02/08/2016,04:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=august.2016#detail=63663,-0.05|3.2,,-0.24|3.6,Tue,Africa/Lagos
02/08/2016,05:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=august.2016#detail=60741,1.50%,1.50%,1.75%,Tue,Africa/Lagos
02/08/2016,,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=august.2016#detail=60740,,,,Tue,Africa/Lagos
02/08/2016,06:00,JPY,yellow,Consumer Confidence,https://www.forexfactory.com/calendar?month=august.2016#detail=63527,41.3,42.2,41.8,Tue,Africa/Lagos
02/08/2016,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=august.2016#detail=60756,-2.0%,,-10.0%,Tue,Africa/Lagos
02/08/2016,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=august.2016#detail=60911,-84.0K,-70.0K,-124.3K,Tue,Africa/Lagos
02/08/2016,08:15,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=august.2016#detail=62194,-3.9%,-2.0%,-1.7%,Tue,Africa/Lagos
02/08/2016,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=62222,50.1,51.9,51.6,Tue,Africa/Lagos
02/08/2016,09:30,GBP,red,Construction PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60167,45.9,44.2,46.0,Tue,Africa/Lagos
02/08/2016,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61077,0.7%,0.4%,0.6%,Tue,Africa/Lagos
02/08/2016,13:30,USD,orange,Core PCE Price Index m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61614,0.1%,0.1%,0.2%,Tue,Africa/Lagos
02/08/2016,,USD,orange,Personal Spending m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61615,0.4%,0.3%,0.4%,Tue,Africa/Lagos
02/08/2016,,USD,yellow,Personal Income m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61613,0.2%,0.3%,0.2%,Tue,Africa/Lagos
02/08/2016,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60180,51.9,,51.8,Tue,Africa/Lagos
02/08/2016,15:10,NZD,red,GDT Price Index,https://www.forexfactory.com/calendar?month=august.2016#detail=61335,6.6%,,0.0%,Tue,Africa/Lagos
02/08/2016,All Day,USD,yellow,Wards Total Vehicle Sales,https://www.forexfactory.com/calendar?month=august.2016#detail=110321,17.8M,17.3M,17.0M,Tue,Africa/Lagos
02/08/2016,All Day,USD,yellow,Total Vehicle Sales,https://www.forexfactory.com/calendar?month=august.2016#detail=62087,17.9M,17.1M,16.7M,Tue,Africa/Lagos
02/08/2016,21:30,USD,yellow,API Weekly Statistical Bulletin,https://www.forexfactory.com/calendar?month=august.2016#detail=99011,,,,Tue,Africa/Lagos
02/08/2016,23:45,NZD,yellow,Labor Cost Index q/q,https://www.forexfactory.com/calendar?month=august.2016#detail=61477,0.4%,0.4%,0.4%,Tue,Africa/Lagos
03/08/2016,00:01,GBP,yellow,BRC Shop Price Index y/y,https://www.forexfactory.com/calendar?month=august.2016#detail=62877,-1.6%,,-2.0%,Wed,Africa/Lagos
03/08/2016,00:30,AUD,yellow,AIG Services Index,https://www.forexfactory.com/calendar?month=august.2016#detail=60643,53.9,,51.3,Wed,Africa/Lagos
03/08/2016,00:50,JPY,yellow,Monetary Policy Meeting Minutes,https://www.forexfactory.com/calendar?month=august.2016#detail=63484,,,,Wed,Africa/Lagos
03/08/2016,02:00,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61304,2.0%,,3.7%,Wed,Africa/Lagos
03/08/2016,02:45,CNY,orange,RatingDog Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=63158,51.7,52.9,52.7,Wed,Africa/Lagos
03/08/2016,08:15,EUR,yellow,Spanish Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60112,54.1,55.1,56.0,Wed,Africa/Lagos
03/08/2016,08:45,EUR,yellow,Italian Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60113,52.0,51.1,51.9,Wed,Africa/Lagos
03/08/2016,08:50,EUR,yellow,French Final Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60111,50.5,50.3,50.3,Wed,Africa/Lagos
03/08/2016,08:55,EUR,yellow,German Final Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60110,54.4,54.6,54.6,Wed,Africa/Lagos
03/08/2016,09:00,EUR,yellow,Final Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60109,52.9,52.8,52.7,Wed,Africa/Lagos
03/08/2016,09:30,GBP,red,Final Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60114,47.4,47.4,47.4,Wed,Africa/Lagos
03/08/2016,10:00,EUR,yellow,Retail Sales m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=61078,0.0%,0.0%,0.4%,Wed,Africa/Lagos
03/08/2016,13:15,USD,red,ADP Non-Farm Employment Change,https://www.forexfactory.com/calendar?month=august.2016#detail=62233,179K,171K,176K,Wed,Africa/Lagos
03/08/2016,14:45,USD,yellow,Final Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=60147,51.4,51.0,50.9,Wed,Africa/Lagos
03/08/2016,15:00,USD,red,ISM Services PMI,https://www.forexfactory.com/calendar?month=august.2016#detail=61767,55.5,56.0,56.5,Wed,Africa/Lagos
03/08/2016,15:30,USD,red,Crude Oil Inventories,https://www.forexfactory.com/calendar?month=august.2016#detail=62590,1.4M,-1.6M,1.7M,Wed,Africa/Lagos
04/08/2016,02:30,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=august.2016#detail=60497,0.1%,0.3%,0.2%,Thu,Africa/Lagos
04/08/2016,06:45,CHF,yellow,SECO Consumer Climate,https://www.forexfactory.com/calendar?month=august.2016#detail=62409,-15,-16,-15,Thu,Africa/Lagos
