date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
02/09/2018,23:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=september.2018#detail=91206,56.7,,52.0,Sun,Africa/Lagos
02/09/2018,23:45,NZD,yellow,Overseas Trade Index q/q,https://www.forexfactory.com/calendar?month=september.2018#detail=90933,0.6%,1.1%,-2.0%,Sun,Africa/Lagos
03/09/2018,00:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=september.2018#detail=91977,12.8%,6.6%,3.4%,Mon,Africa/Lagos
03/09/2018,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2018#detail=91757,52.5,52.5,52.5,Mon,Africa/Lagos
03/09/2018,02:00,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=september.2018#detail=91626,0.1%,,0.1%,Mon,Africa/Lagos
03/09/2018,02:30,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=september.2018#detail=91470,0.0%,0.3%,0.4%,Mon,Africa/Lagos
03/09/2018,02:30,AUD,orange,Company Operating Profits q/q,https://www.forexfactory.com/calendar?month=september.2018#detail=91390,2.0%,1.4%,5.9%,Mon,Africa/Lagos
03/09/2018,02:30,AUD,yellow,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=september.2018#detail=91320,-0.6%,,1.4%,Mon,Africa/Lagos
03/09/2018,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2018#detail=89942,50.6,50.7,50.8,Mon,Africa/Lagos
03/09/2018,06:40,JPY,red,BOJ Gov Kuroda Speaks,https://www.forexfactory.com/calendar?month=september.2018#detail=99587,,,,Mon,Africa/Lagos
03/09/2018,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=september.2018#detail=91603,6.7%,,7.5%,Mon,Africa/Lagos
03/09/2018,08:15,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=september.2018#detail=90568,-0.3%,1.2%,0.2%,Mon,Africa/Lagos
03/09/2018,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2018#detail=85445,53.0,52.5,52.9,Mon,Africa/Lagos
03/09/2018,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2018#detail=90324,64.8,61.0,61.9,Mon,Africa/Lagos
03/09/2018,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2018#detail=85555,50.1,51.2,51.5,Mon,Africa/Lagos
