date,time,currency,impact,actual,forecast,previous,day,event,detail,timezone
28/12/2021,00:50,JPY,yellow,7.2%,4.9%,1.8%,Tue,,,Africa/Lagos
28/12/2021,06:00,JPY,yellow,0.8%,0.5%,0.6%,Tue,,,Africa/Lagos
28/12/2021,All Day,GBP,gray,,,,Tue,,,Africa/Lagos
28/12/2021,All Day,CAD,gray,,,,Tue,,,Africa/Lagos
28/12/2021,15:00,USD,yellow,1.1%,0.9%,0.9%,Tue,,,Africa/Lagos
28/12/2021,,USD,yellow,18.4%,18.6%,19.1%,Tue,,,Africa/Lagos
28/12/2021,16:00,USD,yellow,16,11,11,Tue,,,Africa/Lagos
28/12/2021,22:30,USD,yellow,,,,Tue,,,Africa/Lagos
29/12/2021,10:00,CHF,yellow,0.0,,-10.8,Wed,,,Africa/Lagos
29/12/2021,,EUR,yellow,7.3%,7.6%,7.7%,Wed,,,Africa/Lagos
29/12/2021,,EUR,yellow,4.2%,4.2%,4.1%,Wed,,,Africa/Lagos
29/12/2021,14:30,USD,yellow,-97.8B,-89.0B,-83.2B,Wed,,,Africa/Lagos
29/12/2021,,USD,yellow,1.2%,1.5%,2.3%,Wed,,,Africa/Lagos
29/12/2021,16:00,USD,yellow,-2.2%,0.6%,7.5%,Wed,,,Africa/Lagos
29/12/2021,16:30,USD,yellow,-3.6M,-2.7M,-4.7M,Wed,,,Africa/Lagos
30/12/2021,08:00,GBP,yellow,1.0%,0.5%,0.9%,Thu,,,Africa/Lagos
30/12/2021,09:00,CHF,orange,107.0,106.2,107.5,Thu,,,Africa/Lagos
30/12/2021,,EUR,yellow,6.7%,5.6%,5.5%,Thu,,,Africa/Lagos
30/12/2021,14:30,USD,yellow,198K,205K,206K,Thu,,,Africa/Lagos
30/12/2021,15:45,USD,yellow,63.1,61.9,61.8,Thu,,,Africa/Lagos
30/12/2021,16:30,USD,yellow,-136B,-128B,-55B,Thu,,,Africa/Lagos
31/12/2021,All Day,JPY,gray,,,,Fri,,,Africa/Lagos
31/12/2021,02:00,CNY,yellow,50.3,50.0,50.1,Fri,,,Africa/Lagos
31/12/2021,,CNY,yellow,52.7,52.0,52.3,Fri,,,Africa/Lagos
31/12/2021,All Day,EUR,gray,,,,Fri,,,Africa/Lagos
