date,time,currency,impact,actual,forecast,previous,day,event,detail,timezone
31/05/2013,,EUR,orange,12.2%,12.2%,12.1%,Fri,,,Africa/Lagos
31/05/2013,,EUR,yellow,1.2%,,1.0%,Fri,,,Africa/Lagos
31/05/2013,,EUR,yellow,0.1%,0.1%,0.0%,Fri,,,Africa/Lagos
31/05/2013,13:30,CAD,red,0.2%,0.1%,0.3%,Fri,,,Africa/Lagos
31/05/2013,,USD,orange,0.0%,0.1%,0.1%,Fri,,,Africa/Lagos
31/05/2013,,USD,orange,-0.2%,0.2%,0.1%,Fri,,,Africa/Lagos
31/05/2013,,USD,yellow,0.0%,0.2%,0.3%,Fri,,,Africa/Lagos
31/05/2013,14:45,USD,orange,58.7,50.3,49.0,Fri,,,Africa/Lagos
31/05/2013,14:55,USD,orange,84.5,84.1,83.7,Fri,,,Africa/Lagos
31/05/2013,,USD,yellow,3.1%,,3.2%,Fri,,,Africa/Lagos
