date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/03/2015,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=54668,49.9,49.7,49.8,Sun,Africa/Lagos
01/03/2015,01:00,CNY,orange,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=54681,53.9,,53.7,Sun,Africa/Lagos
01/03/2015,21:45,NZD,orange,Overseas Trade Index q/q,https://www.forexfactory.com/calendar?month=march.2015#detail=55167,-1.9%,-2.9%,-4.5%,Sun,Africa/Lagos
01/03/2015,22:26,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=march.2015#detail=54717,45.4,,49.0,Sun,Africa/Lagos
01/03/2015,23:30,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=54831,0.0%,,0.1%,Sun,Africa/Lagos
01/03/2015,23:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=march.2015#detail=56723,2.8%,4.1%,5.5%,Sun,Africa/Lagos
02/03/2015,00:00,AUD,yellow,HIA New Home Sales m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=54954,1.8%,,-1.9%,Mon,Africa/Lagos
02/03/2015,00:30,AUD,orange,Company Operating Profits q/q,https://www.forexfactory.com/calendar?month=march.2015#detail=54917,-0.2%,0.7%,-0.4%,Mon,Africa/Lagos
02/03/2015,01:35,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55352,51.6,51.5,51.5,Mon,Africa/Lagos
02/03/2015,01:45,CNY,red,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55351,50.7,50.1,50.1,Mon,Africa/Lagos
02/03/2015,05:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=march.2015#detail=54903,-20.6%,,-19.2%,Mon,Africa/Lagos
02/03/2015,06:49,GBP,orange,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=55590,-0.1%,0.4%,0.3%,Mon,Africa/Lagos
02/03/2015,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55349,54.2,55.2,54.7,Mon,Africa/Lagos
02/03/2015,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55353,47.3,47.4,48.2,Mon,Africa/Lagos
02/03/2015,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55350,51.9,50.2,49.9,Mon,Africa/Lagos
02/03/2015,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=59064,47.6,47.7,47.7,Mon,Africa/Lagos
02/03/2015,08:55,EUR,orange,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=59067,51.1,50.9,50.9,Mon,Africa/Lagos
02/03/2015,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55348,51.0,51.1,51.1,Mon,Africa/Lagos
02/03/2015,09:00,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=march.2015#detail=56635,12.6%,12.9%,12.7%,Mon,Africa/Lagos
02/03/2015,09:00,EUR,yellow,Italian Quarterly Unemployment Rate,https://www.forexfactory.com/calendar?month=march.2015#detail=56637,13.0%,12.8%,12.8%,Mon,Africa/Lagos
02/03/2015,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55355,54.1,53.5,53.1,Mon,Africa/Lagos
02/03/2015,09:30,GBP,orange,Net Lending to Individuals m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=55620,2.4B,2.7B,2.1B,Mon,Africa/Lagos
02/03/2015,09:30,GBP,yellow,M4 Money Supply m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=55621,-0.8%,0.3%,0.1%,Mon,Africa/Lagos
02/03/2015,09:30,GBP,yellow,Mortgage Approvals,https://www.forexfactory.com/calendar?month=march.2015#detail=55622,61K,61K,60K,Mon,Africa/Lagos
02/03/2015,10:00,EUR,red,CPI Flash Estimate y/y,https://www.forexfactory.com/calendar?month=march.2015#detail=57247,-0.3%,-0.5%,-0.6%,Mon,Africa/Lagos
02/03/2015,10:00,EUR,orange,Core CPI Flash Estimate y/y,https://www.forexfactory.com/calendar?month=march.2015#detail=57248,0.6%,0.6%,0.6%,Mon,Africa/Lagos
02/03/2015,10:00,EUR,orange,Unemployment Rate,https://www.forexfactory.com/calendar?month=march.2015#detail=57246,11.2%,11.4%,11.3%,Mon,Africa/Lagos
02/03/2015,13:30,CAD,orange,Current Account,https://www.forexfactory.com/calendar?month=march.2015#detail=58458,-13.9B,-7.4B,-9.6B,Mon,Africa/Lagos
02/03/2015,13:30,USD,orange,Core PCE Price Index m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=57809,0.1%,0.1%,0.0%,Mon,Africa/Lagos
02/03/2015,13:30,USD,orange,Personal Spending m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=57812,-0.2%,0.0%,-0.3%,Mon,Africa/Lagos
02/03/2015,13:30,USD,yellow,Personal Income m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=57810,0.3%,0.4%,0.3%,Mon,Africa/Lagos
02/03/2015,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=59553,48.7,,51.0,Mon,Africa/Lagos
02/03/2015,14:45,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=55354,55.1,54.3,54.3,Mon,Africa/Lagos
02/03/2015,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2015#detail=57998,52.9,53.4,53.5,Mon,Africa/Lagos
02/03/2015,15:00,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=57698,-1.1%,0.4%,0.8%,Mon,Africa/Lagos
02/03/2015,15:00,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=march.2015#detail=58004,35.0,36.2,35.0,Mon,Africa/Lagos
02/03/2015,23:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=march.2015#detail=56925,36.7%,34.3%,37.4%,Mon,Africa/Lagos
03/03/2015,00:00,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=55052,1.8%,,1.0%,Tue,Africa/Lagos
03/03/2015,00:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=march.2015#detail=54943,7.9%,-1.8%,-2.8%,Tue,Africa/Lagos
03/03/2015,00:30,AUD,orange,Current Account,https://www.forexfactory.com/calendar?month=march.2015#detail=54913,-9.6B,-10.9B,-12.1B,Tue,Africa/Lagos
03/03/2015,01:30,JPY,orange,Average Cash Earnings y/y,https://www.forexfactory.com/calendar?month=march.2015#detail=56996,1.3%,0.6%,1.3%,Tue,Africa/Lagos
