date,time,currency,impact,event,detail,actual,forecast,previous,day
01/09/2020,00:30,JPY,yellow,Unemployment Rate,https://www.forexfactory.com/calendar?month=september.2020#detail=114922,2.9%,3.0%,2.8%,Tue
01/09/2020,00:50,JPY,yellow,Capital Spending q/y,https://www.forexfactory.com/calendar?month=september.2020#detail=114956,-11.3%,-4.0%,0.1%,Tue
01/09/2020,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=114808,47.2,46.6,46.6,Tue
01/09/2020,02:30,AUD,yellow,Building Approvals m/m,https://www.forexfactory.com/calendar?month=september.2020#detail=114695,12.0%,-0.9%,-4.2%,Tue
01/09/2020,,AUD,yellow,Current Account,https://www.forexfactory.com/calendar?month=september.2020#detail=114626,17.7B,13.0B,9.0B,Tue
01/09/2020,02:45,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=115602,53.1,52.6,52.8,Tue
01/09/2020,04:35,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=september.2020#detail=114780,0.03|3.2,,0.02|3.6,Tue
01/09/2020,05:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=september.2020#detail=112784,0.25%,0.25%,0.25%,Tue
01/09/2020,,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=september.2020#detail=112792,,,,Tue
01/09/2020,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=september.2020#detail=114726,-9.2%,,-13.7%,Tue
01/09/2020,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111454,49.9,52.5,53.5,Tue
01/09/2020,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111957,51.8,51.4,49.2,Tue
01/09/2020,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111452,53.1,52.0,51.9,Tue
01/09/2020,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111451,49.8,49.0,49.0,Tue
01/09/2020,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111450,52.2,53.0,53.0,Tue
01/09/2020,,EUR,yellow,German Unemployment Change,https://www.forexfactory.com/calendar?month=september.2020#detail=113030,-9K,-3K,-17K,Tue
01/09/2020,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111449,51.7,51.7,51.7,Tue
01/09/2020,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=september.2020#detail=111737,9.7%,9.1%,9.3%,Tue
01/09/2020,09:30,GBP,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=september.2020#detail=111453,55.2,55.3,55.3,Tue
