date,time,currency,impact,event,detail,actual,forecast,previous,day
01/08/2010,02:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24878,51.2,51.5,52.1,Sun
02/08/2010,00:28,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=august.2010#detail=24593,54.4,,52.9,Mon
02/08/2010,01:30,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=29044,0.1%,,0.3%,Mon
02/08/2010,02:00,AUD,orange,HIA New Home Sales m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=28985,-5.1%,,-6.4%,Mon
02/08/2010,02:30,JPY,orange,Average Cash Earnings y/y,https://www.forexfactory.com/calendar?month=august.2010#detail=28378,1.5%,0.7%,0.1%,Mon
02/08/2010,03:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24879,49.4,,50.4,Mon
02/08/2010,04:06,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=27278,-0.8%,,-1.6%,Mon
02/08/2010,08:15,CHF,red,Retail Sales y/y,https://www.forexfactory.com/calendar?month=august.2010#detail=25557,0.9%,4.1%,3.9%,Mon
02/08/2010,,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=43832,51.6,,51.2,Mon
02/08/2010,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24674,66.9,64.9,65.7,Mon
02/08/2010,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=43486,54.4,54.7,54.3,Mon
02/08/2010,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=58926,53.9,53.7,53.7,Mon
02/08/2010,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=58985,61.2,61.2,61.2,Mon
02/08/2010,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24673,56.7,56.5,56.5,Mon
02/08/2010,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24546,57.3,57.1,57.6,Mon
02/08/2010,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=august.2010#detail=28849,,,,Mon
02/08/2010,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24812,55.5,54.2,56.2,Mon
02/08/2010,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=25372,0.1%,-0.4%,-1.0%,Mon
02/08/2010,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=august.2010#detail=24813,57.5,55.2,57.0,Mon
02/08/2010,15:15,USD,red,Fed Chairman Bernanke Speaks,https://www.forexfactory.com/calendar?month=august.2010#detail=32019,,,,Mon
02/08/2010,21:00,USD,orange,Treasury Sec Geithner Speaks,https://www.forexfactory.com/calendar?month=august.2010#detail=32020,,,,Mon
02/08/2010,23:45,NZD,red,Labor Cost Index q/q,https://www.forexfactory.com/calendar?month=august.2010#detail=27491,0.4%,0.4%,0.3%,Mon
03/08/2010,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=august.2010#detail=25859,6.1%,3.7%,3.6%,Tue
03/08/2010,02:00,CNY,yellow,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=42235,60.1,,57.4,Tue
03/08/2010,02:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=27438,-3.3%,2.1%,-6.4%,Tue
03/08/2010,,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=27330,0.2%,0.4%,0.2%,Tue
03/08/2010,04:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=august.2010#detail=49017,1.06|4.2,,1.12|2.8,Tue
03/08/2010,05:30,AUD,red,Cash Rate,https://www.forexfactory.com/calendar?month=august.2010#detail=24469,4.50%,4.50%,4.50%,Tue
03/08/2010,,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=august.2010#detail=24470,,,,Tue
03/08/2010,07:30,AUD,orange,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=august.2010#detail=27164,51.0%,,44.0%,Tue
03/08/2010,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=august.2010#detail=44011,-73.8K,,-83.8K,Tue
03/08/2010,08:15,CHF,orange,CPI m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=25529,-0.7%,-0.5%,-0.4%,Tue
03/08/2010,09:30,GBP,orange,Construction PMI,https://www.forexfactory.com/calendar?month=august.2010#detail=24547,54.1,58.2,58.4,Tue
03/08/2010,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=27243,0.3%,0.4%,0.3%,Tue
03/08/2010,13:30,USD,orange,Core PCE Price Index m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=26137,0.0%,0.1%,0.1%,Tue
03/08/2010,,USD,orange,Personal Spending m/m,https://www.forexfactory.com/calendar?month=august.2010#detail=26138,0.0%,0.1%,0.1%,Tue
