date,time,currency,impact,event,detail,actual,forecast,previous,day
01/04/2009,00:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=12826,7.8%,1.5%,-4.0%,Wed
01/04/2009,,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=12720,-2.0%,-0.5%,0.5%,Wed
01/04/2009,02:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=18312,44.8,,45.1,Wed
01/04/2009,05:30,AUD,orange,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=april.2009#detail=14057,7.6%,,12.6%,Wed
01/04/2009,06:00,EUR,orange,German Retail Sales m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=11792,-0.2%,0.2%,-0.9%,Wed
01/04/2009,07:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=43816,32.9,,31.8,Wed
01/04/2009,07:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=11101,32.6,33.0,32.6,Wed
01/04/2009,07:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=43470,34.6,35.1,35.0,Wed
01/04/2009,07:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=58850,36.5,36.4,36.3,Wed
01/04/2009,07:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=58969,32.4,32.4,32.4,Wed
01/04/2009,08:00,EUR,orange,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=10928,33.9,34.0,34.0,Wed
01/04/2009,08:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=10861,39.1,34.9,34.7,Wed
01/04/2009,,GBP,yellow,Housing Equity Withdrawal q/q,https://www.forexfactory.com/calendar?month=april.2009#detail=12334,-8.0B,-6.6B,-5.9B,Wed
01/04/2009,09:00,EUR,yellow,Unemployment Rate,https://www.forexfactory.com/calendar?month=april.2009#detail=13649,8.5%,8.3%,8.3%,Wed
01/04/2009,11:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=april.2009#detail=13844,180.7%,,158.4%,Wed
01/04/2009,12:15,USD,red,ADP Non-Farm Employment Change,https://www.forexfactory.com/calendar?month=april.2009#detail=11600,-742K,-660K,-706K,Wed
01/04/2009,13:30,NZD,yellow,GDT Price Index,https://www.forexfactory.com/calendar?month=april.2009#detail=56216,2.4%,,17.5%,Wed
01/04/2009,14:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=10769,36.3,35.8,35.8,Wed
01/04/2009,,USD,red,Pending Home Sales m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=13330,2.1%,0.2%,-7.7%,Wed
01/04/2009,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=11118,-0.9%,-1.9%,-3.5%,Wed
01/04/2009,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=april.2009#detail=10770,31.0,32.4,29.0,Wed
01/04/2009,14:30,USD,orange,Crude Oil Inventories,https://www.forexfactory.com/calendar?month=april.2009#detail=14632,2.8M,3.1M,3.3M,Wed
01/04/2009,All Day,USD,yellow,Total Vehicle Sales,https://www.forexfactory.com/calendar?month=april.2009#detail=12959,9.9M,9.3M,9.1M,Wed
01/04/2009,18:10,CAD,orange,BOC Gov Carney Speaks,https://www.forexfactory.com/calendar?month=april.2009#detail=18406,,,,Wed
01/04/2009,23:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=april.2009#detail=13820,6.9%,6.8%,6.4%,Wed
02/04/2009,00:30,AUD,red,Goods Trade Balance,https://www.forexfactory.com/calendar?month=april.2009#detail=12825,2.11B,0.70B,0.93B,Thu
02/04/2009,02:07,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=13981,1.0%,,-4.6%,Thu
02/04/2009,06:00,GBP,red,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=april.2009#detail=12423,0.9%,-1.5%,-1.9%,Thu
02/04/2009,07:00,EUR,yellow,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=april.2009#detail=43995,123.5K,,154.1K,Thu
02/04/2009,08:30,CHF,red,Gov Board Member Hildebrand Speaks,https://www.forexfactory.com/calendar?month=april.2009#detail=18497,,,,Thu
02/04/2009,,GBP,orange,BOE Credit Conditions Survey,https://www.forexfactory.com/calendar?month=april.2009#detail=13124,,,,Thu
02/04/2009,,GBP,orange,Construction PMI,https://www.forexfactory.com/calendar?month=april.2009#detail=10862,30.9,27.6,27.8,Thu
02/04/2009,09:07,EUR,yellow,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=april.2009#detail=43349,3.62|1.9,,3.72|1.7,Thu
02/04/2009,All Day,All,red,G20 Meetings,https://www.forexfactory.com/calendar?month=april.2009#detail=18487,,,,Thu
