date,time,currency,impact,event,detail,actual,forecast,previous,day
01/03/2012,00:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=march.2012#detail=39555,0.9%,2.1%,-0.5%,Thu
01/03/2012,,AUD,red,Private Capital Expenditure q/q,https://www.forexfactory.com/calendar?month=march.2012#detail=39477,-0.3%,3.5%,14.6%,Thu
01/03/2012,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=38643,51.0,50.9,50.5,Thu
01/03/2012,02:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=38642,49.6,,49.7,Thu
01/03/2012,03:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=march.2012#detail=49036,0.97|3.3,,0.96|3.7,Thu
01/03/2012,05:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=march.2012#detail=39182,3.5%,,5.1%,Thu
01/03/2012,06:45,CHF,orange,GDP q/q,https://www.forexfactory.com/calendar?month=march.2012#detail=39292,0.1%,-0.1%,0.3%,Thu
01/03/2012,07:00,GBP,orange,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=march.2012#detail=40582,0.6%,0.3%,-0.3%,Thu
01/03/2012,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=43851,45.0,,45.1,Thu
01/03/2012,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=38497,49.0,48.6,47.3,Thu
01/03/2012,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=43505,47.8,47.2,46.8,Thu
01/03/2012,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=58946,50.0,50.3,50.2,Thu
01/03/2012,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=59004,50.2,50.1,50.1,Thu
01/03/2012,09:00,EUR,orange,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=38496,49.0,49.0,49.0,Thu
01/03/2012,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=march.2012#detail=40830,9.2%,8.9%,8.9%,Thu
01/03/2012,Day 1,EUR,orange,EU Economic Summit,https://www.forexfactory.com/calendar?month=march.2012#detail=42981,,,,Thu
01/03/2012,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2012#detail=38536,51.2,51.9,52.0,Thu
01/03/2012,09:59,EUR,orange,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=march.2012#detail=42402,2.91|2.2,,3.13|1.7,Thu
01/03/2012,10:00,EUR,orange,CPI Flash Estimate y/y,https://www.forexfactory.com/calendar?month=march.2012#detail=41376,2.7%,2.6%,2.6%,Thu
01/03/2012,,EUR,orange,Unemployment Rate,https://www.forexfactory.com/calendar?month=march.2012#detail=41442,10.7%,10.4%,10.6%,Thu
