date,time,currency,impact,event,detail,actual,forecast,previous,day,timezone
01/11/2012,00:30,AUD,orange,Import Prices q/q,https://www.forexfactory.com/calendar?month=november.2012#detail=39585,-2.4%,-1.2%,2.4%,Thu,Africa/Lagos
01/11/2012,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=38659,50.2,50.3,49.8,Thu,Africa/Lagos
01/11/2012,01:45,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=38658,49.5,49.1,49.1,Thu,Africa/Lagos
01/11/2012,03:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=november.2012#detail=49044,0.78|4.1,,0.77|3.1,Thu,Africa/Lagos
01/11/2012,05:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=november.2012#detail=39190,-16.0%,,-15.7%,Thu,Africa/Lagos
01/11/2012,07:00,GBP,orange,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=november.2012#detail=40606,0.6%,0.2%,-0.4%,Thu,Africa/Lagos
01/11/2012,All Day,EUR,gray,French Bank Holiday,https://www.forexfactory.com/calendar?month=november.2012#detail=42086,,,,Thu,Africa/Lagos
01/11/2012,All Day,EUR,gray,Italian Bank Holiday,https://www.forexfactory.com/calendar?month=november.2012#detail=42095,,,,Thu,Africa/Lagos
01/11/2012,08:15,CHF,orange,Retail Sales y/y,https://www.forexfactory.com/calendar?month=november.2012#detail=39290,5.4%,4.5%,6.0%,Thu,Africa/Lagos
01/11/2012,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=38513,46.1,44.6,43.6,Thu,Africa/Lagos
01/11/2012,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=38560,47.5,48.1,48.1,Thu,Africa/Lagos
01/11/2012,11:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=november.2012#detail=38343,11.6%,,-70.8%,Thu,Africa/Lagos
01/11/2012,12:15,USD,red,ADP Non-Farm Employment Change,https://www.forexfactory.com/calendar?month=november.2012#detail=38344,158K,138K,114K,Thu,Africa/Lagos
01/11/2012,12:30,USD,red,Unemployment Claims,https://www.forexfactory.com/calendar?month=november.2012#detail=39843,363K,371K,372K,Thu,Africa/Lagos
01/11/2012,,USD,orange,Prelim Nonfarm Productivity q/q,https://www.forexfactory.com/calendar?month=november.2012#detail=41038,1.9%,1.3%,2.2%,Thu,Africa/Lagos
01/11/2012,,USD,orange,Prelim Unit Labor Costs q/q,https://www.forexfactory.com/calendar?month=november.2012#detail=41040,-0.1%,1.3%,1.5%,Thu,Africa/Lagos
01/11/2012,13:00,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=43688,51.0,51.5,51.3,Thu,Africa/Lagos
01/11/2012,13:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=59525,51.4,,52.4,Thu,Africa/Lagos
01/11/2012,14:00,USD,red,CB Consumer Confidence,https://www.forexfactory.com/calendar?month=november.2012#detail=38879,72.2,72.4,68.4,Thu,Africa/Lagos
01/11/2012,,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=november.2012#detail=38488,51.7,51.2,51.5,Thu,Africa/Lagos
01/11/2012,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=november.2012#detail=40365,0.6%,0.7%,-0.1%,Thu,Africa/Lagos
01/11/2012,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=november.2012#detail=38489,55.0,56.2,58.0,Thu,Africa/Lagos
01/11/2012,14:30,USD,yellow,Natural Gas Storage,https://www.forexfactory.com/calendar?month=november.2012#detail=39791,65B,68B,67B,Thu,Africa/Lagos
01/11/2012,15:00,USD,orange,Crude Oil Inventories,https://www.forexfactory.com/calendar?month=november.2012#detail=41639,-2.0M,1.9M,5.9M,Thu,Africa/Lagos
