date,time,currency,impact,event,detail,actual,forecast,previous,day
01/08/2021,All Day,AUD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=august.2021#detail=117251,,,,Sun
01/08/2021,23:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=august.2021#detail=116478,60.8,,63.2,Sun
02/08/2021,01:30,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=120766,53.0,52.4,52.2,Mon
02/08/2021,02:00,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=august.2021#detail=119103,0.5%,,0.4%,Mon
02/08/2021,02:30,AUD,yellow,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=august.2021#detail=119091,-0.5%,,1.5%,Mon
02/08/2021,02:45,CNY,yellow,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116558,50.3,51.1,51.3,Mon
02/08/2021,05:59,JPY,yellow,Consumer Confidence,https://www.forexfactory.com/calendar?month=august.2021#detail=120787,37.5,37.0,37.4,Mon
02/08/2021,07:00,EUR,yellow,German Retail Sales m/m,https://www.forexfactory.com/calendar?month=august.2021#detail=120550,4.2%,1.9%,4.6%,Mon
02/08/2021,07:30,CHF,yellow,CPI m/m,https://www.forexfactory.com/calendar?month=august.2021#detail=119775,-0.1%,-0.1%,0.1%,Mon
02/08/2021,,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=august.2021#detail=119750,0.1%,3.4%,2.8%,Mon
02/08/2021,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116776,59.0,59.4,60.4,Mon
02/08/2021,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116808,71.1,66.0,66.7,Mon
02/08/2021,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116775,60.3,61.4,62.2,Mon
02/08/2021,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116772,58.0,58.1,58.1,Mon
02/08/2021,08:55,EUR,orange,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116773,65.9,65.6,65.6,Mon
02/08/2021,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116771,62.8,62.6,62.6,Mon
02/08/2021,09:30,GBP,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=116774,60.4,60.4,60.4,Mon
02/08/2021,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=august.2021#detail=117275,,,,Mon
02/08/2021,14:45,USD,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=117563,63.4,63.1,63.1,Mon
02/08/2021,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=august.2021#detail=117319,59.5,60.8,60.6,Mon
02/08/2021,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=august.2021#detail=117300,0.1%,0.4%,-0.2%,Mon
02/08/2021,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=august.2021#detail=117320,85.7,87.9,92.1,Mon
02/08/2021,19:00,USD,yellow,Loan Officer Survey,https://www.forexfactory.com/calendar?month=august.2021#detail=117529,,,,Mon
03/08/2021,00:30,JPY,yellow,Tokyo Core CPI y/y,https://www.forexfactory.com/calendar?month=august.2021#detail=120822,0.1%,0.0%,0.0%,Tue
03/08/2021,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=august.2021#detail=120944,15.4%,20.5%,19.1%,Tue
03/08/2021,02:30,AUD,yellow,Building Approvals m/m,https://www.forexfactory.com/calendar?month=august.2021#detail=119215,-6.7%,-3.8%,-7.6%,Tue
03/08/2021,04:35,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=august.2021#detail=120738,0.01|3.3,,0.06|3.5,Tue
03/08/2021,05:30,AUD,red,RBA Rate Statement,https://www.forexfactory.com/calendar?month=august.2021#detail=119032,,,,Tue
03/08/2021,,AUD,orange,Cash Rate,https://www.forexfactory.com/calendar?month=august.2021#detail=119021,0.10%,0.10%,0.10%,Tue
