date,time,currency,impact,actual,forecast,previous,day,event,detail,timezone
28/02/2016,,JPY,yellow,3.7%,3.2%,-1.7%,Sun,,,Africa/Lagos
29/02/2016,00:00,AUD,yellow,-0.2%,,0.4%,Mon,,,Africa/Lagos
29/02/2016,00:30,AUD,orange,-2.8%,-1.7%,1.4%,Mon,,,Africa/Lagos
29/02/2016,,AUD,yellow,0.5%,0.5%,0.5%,Mon,,,Africa/Lagos
29/02/2016,05:00,JPY,yellow,0.2%,-0.2%,-1.3%,Mon,,,Africa/Lagos
29/02/2016,07:00,EUR,orange,0.7%,0.3%,0.6%,Mon,,,Africa/Lagos
29/02/2016,,EUR,yellow,-1.5%,-0.9%,-1.2%,Mon,,,Africa/Lagos
29/02/2016,08:00,CHF,orange,102.4,99.1,100.4,Mon,,,Africa/Lagos
29/02/2016,09:30,GBP,orange,5.3B,5.2B,4.3B,Mon,,,Africa/Lagos
29/02/2016,,GBP,yellow,0.0%,0.3%,-0.2%,Mon,,,Africa/Lagos
29/02/2016,,GBP,yellow,75K,74K,71K,Mon,,,Africa/Lagos
29/02/2016,10:00,EUR,orange,0.7%,0.9%,1.0%,Mon,,,Africa/Lagos
29/02/2016,,EUR,orange,-0.2%,0.0%,0.3%,Mon,,,Africa/Lagos
29/02/2016,,EUR,yellow,-0.2%,0.1%,-0.2%,Mon,,,Africa/Lagos
29/02/2016,13:30,CAD,orange,-15.4B,-16.8B,-15.3B,Mon,,,Africa/Lagos
29/02/2016,,CAD,orange,-0.4%,-3.2%,-5.2%,Mon,,,Africa/Lagos
29/02/2016,,CAD,yellow,0.5%,0.1%,-0.3%,Mon,,,Africa/Lagos
29/02/2016,14:45,USD,orange,47.6,52.1,55.6,Mon,,,Africa/Lagos
29/02/2016,15:00,USD,orange,-2.5%,0.6%,0.9%,Mon,,,Africa/Lagos
29/02/2016,21:45,NZD,yellow,-2.0%,-1.9%,-3.8%,Mon,,,Africa/Lagos
29/02/2016,22:30,AUD,yellow,53.5,,51.5,Mon,,,Africa/Lagos
29/02/2016,23:30,JPY,orange,-3.1%,-2.5%,-4.4%,Mon,,,Africa/Lagos
29/02/2016,,JPY,yellow,3.2%,3.3%,3.3%,Mon,,,Africa/Lagos
29/02/2016,23:50,JPY,yellow,8.5%,8.8%,11.2%,Mon,,,Africa/Lagos
