date,time,currency,impact,event,detail,actual,forecast,previous,day
01/12/2011,00:00,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=december.2011#detail=34331,-1.0%,,-3.5%,Thu
01/12/2011,00:30,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=december.2011#detail=34492,-10.7%,3.6%,-14.2%,Thu
01/12/2011,,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=december.2011#detail=34431,0.2%,0.4%,0.4%,Thu
01/12/2011,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=35066,49.0,49.8,50.4,Thu
01/12/2011,02:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=35065,47.7,,48.0,Thu
01/12/2011,03:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=december.2011#detail=49033,1.09|2.5,,1.03|3.3,Thu
01/12/2011,05:30,AUD,orange,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=december.2011#detail=36121,18.1%,,19.6%,Thu
01/12/2011,06:45,CHF,orange,GDP q/q,https://www.forexfactory.com/calendar?month=december.2011#detail=35311,0.2%,0.2%,0.5%,Thu
01/12/2011,08:00,EUR,orange,ECB President Draghi Speaks,https://www.forexfactory.com/calendar?month=december.2011#detail=41782,,,,Thu
01/12/2011,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=43848,43.8,,43.9,Thu
01/12/2011,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=35078,44.8,46.6,46.9,Thu
01/12/2011,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=43502,44.0,42.8,43.3,Thu
01/12/2011,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=58942,47.3,47.6,47.6,Thu
01/12/2011,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=59001,47.9,48.0,47.9,Thu
01/12/2011,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=33221,46.4,46.4,46.4,Thu
01/12/2011,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=december.2011#detail=33165,47.6,47.1,47.8,Thu
01/12/2011,,GBP,yellow,FPC Statement,https://www.forexfactory.com/calendar?month=december.2011#detail=57061,,,,Thu
01/12/2011,10:01,EUR,orange,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=december.2011#detail=42399,3.18|3.1,,3.22|2.2,Thu
01/12/2011,10:30,GBP,orange,BOE Financial Stability Report,https://www.forexfactory.com/calendar?month=december.2011#detail=35087,,,,Thu
