date,time,currency,impact,event,detail,actual,forecast,previous,day
01/07/2011,00:28,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=july.2011#detail=33017,52.9,,47.7,Fri
01/07/2011,00:30,JPY,orange,Household Spending y/y,https://www.forexfactory.com/calendar?month=july.2011#detail=35590,-1.9%,-1.7%,-3.0%,Fri
01/07/2011,,JPY,orange,Tokyo Core CPI y/y,https://www.forexfactory.com/calendar?month=july.2011#detail=35592,0.1%,0.2%,0.1%,Fri
01/07/2011,,JPY,yellow,National Core CPI y/y,https://www.forexfactory.com/calendar?month=july.2011#detail=35591,0.6%,0.5%,0.6%,Fri
01/07/2011,,JPY,yellow,Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2011#detail=35593,4.5%,4.8%,4.7%,Fri
01/07/2011,00:50,JPY,red,Tankan Manufacturing Index,https://www.forexfactory.com/calendar?month=july.2011#detail=33601,-9,-7,6,Fri
01/07/2011,,JPY,orange,Tankan Non-Manufacturing Index,https://www.forexfactory.com/calendar?month=july.2011#detail=33602,-5,-3,3,Fri
01/07/2011,02:00,AUD,orange,HIA New Home Sales m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=36933,-0.2%,,0.2%,Fri
01/07/2011,,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=35056,50.9,51.6,52.0,Fri
01/07/2011,03:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=35055,50.1,,50.1,Fri
01/07/2011,07:30,AUD,orange,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=july.2011#detail=36116,28.2%,,29.1%,Fri
01/07/2011,08:15,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=43843,47.3,,48.2,Fri
01/07/2011,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=35073,53.4,57.9,59.2,Fri
01/07/2011,08:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=43497,49.9,50.7,52.8,Fri
01/07/2011,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=58938,52.5,52.5,52.5,Fri
01/07/2011,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=58996,54.6,54.9,54.9,Fri
01/07/2011,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=33216,52.0,52.0,52.0,Fri
01/07/2011,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2011#detail=37153,8.1%,8.1%,8.0%,Fri
01/07/2011,,EUR,yellow,Italian Quarterly Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2011#detail=36567,8.2%,8.4%,8.4%,Fri
01/07/2011,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=33160,51.3,52.2,52.0,Fri
01/07/2011,10:00,EUR,orange,Unemployment Rate,https://www.forexfactory.com/calendar?month=july.2011#detail=35225,9.9%,9.9%,9.9%,Fri
01/07/2011,All Day,CAD,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=july.2011#detail=37039,,,,Fri
01/07/2011,14:55,USD,orange,Revised UoM Consumer Sentiment,https://www.forexfactory.com/calendar?month=july.2011#detail=33553,71.5,72.0,71.8,Fri
01/07/2011,,USD,yellow,Revised UoM Inflation Expectations,https://www.forexfactory.com/calendar?month=july.2011#detail=33554,3.8%,,4.0%,Fri
01/07/2011,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=32982,55.3,51.9,53.5,Fri
01/07/2011,,USD,yellow,Construction Spending m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=34111,-0.6%,0.1%,-0.6%,Fri
01/07/2011,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=july.2011#detail=32984,68.0,72.3,76.5,Fri
01/07/2011,All Day,USD,yellow,Total Vehicle Sales,https://www.forexfactory.com/calendar?month=july.2011#detail=33411,11.5M,12.0M,11.8M,Fri
03/07/2011,02:00,CNY,yellow,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=42246,57.0,,61.9,Sun
04/07/2011,00:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=july.2011#detail=36767,17.0%,16.4%,16.2%,Mon
04/07/2011,01:30,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=34511,0.0%,,0.2%,Mon
04/07/2011,02:02,NZD,yellow,ANZ Commodity Prices m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=34326,-1.2%,,0.4%,Mon
04/07/2011,02:30,AUD,red,ANZ Job Advertisements m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=37135,3.7%,,-6.5%,Mon
04/07/2011,,AUD,red,Building Approvals m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=34487,-7.9%,-0.5%,-0.3%,Mon
04/07/2011,,AUD,red,Retail Sales m/m,https://www.forexfactory.com/calendar?month=july.2011#detail=34426,-0.6%,0.3%,1.2%,Mon
04/07/2011,08:00,EUR,orange,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=july.2011#detail=44022,-67.9K,,-79.7K,Mon
04/07/2011,08:15,CHF,red,Retail Sales y/y,https://www.forexfactory.com/calendar?month=july.2011#detail=36649,-4.1%,4.6%,7.8%,Mon
04/07/2011,09:30,EUR,yellow,Sentix Investor Confidence,https://www.forexfactory.com/calendar?month=july.2011#detail=33613,5.3,1.1,3.5,Mon
04/07/2011,,GBP,red,Construction PMI,https://www.forexfactory.com/calendar?month=july.2011#detail=33172,53.6,53.6,54.0,Mon
04/07/2011,,GBP,yellow,Housing Equity Withdrawal q/q,https://www.forexfactory.com/calendar?month=july.2011#detail=35454,-5.8B,-6.2B,-7.1B,Mon
