date,time,currency,impact,event,detail,actual,forecast,previous,day
01/05/2016,02:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=62791,50.1,50.3,50.2,Sun
01/05/2016,,CNY,orange,Non-Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=62790,53.5,,53.8,Sun
02/05/2016,00:15,USD,orange,FOMC Member Dudley Speaks,https://www.forexfactory.com/calendar?month=may.2016#detail=63989,,,,Mon
02/05/2016,00:30,AUD,yellow,AIG Manufacturing Index,https://www.forexfactory.com/calendar?month=may.2016#detail=60628,53.4,,58.1,Mon
02/05/2016,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=may.2016#detail=63135,,,,Mon
02/05/2016,02:00,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=may.2016#detail=60690,0.1%,,0.0%,Mon
02/05/2016,02:30,AUD,orange,NAB Business Confidence,https://www.forexfactory.com/calendar?month=may.2016#detail=60714,5,,6,Mon
02/05/2016,03:00,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=63787,48.2,48.0,48.0,Mon
02/05/2016,07:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=may.2016#detail=60753,-9.4%,,-15.6%,Mon
02/05/2016,All Day,GBP,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=may.2016#detail=62467,,,,Mon
02/05/2016,08:15,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=may.2016#detail=62191,-1.3%,0.3%,-0.4%,Mon
02/05/2016,,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=60025,53.5,53.0,53.4,Mon
02/05/2016,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=62219,54.7,53.6,53.2,Mon
02/05/2016,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=60024,53.9,54.1,53.5,Mon
02/05/2016,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=60022,48.0,48.3,48.3,Mon
02/05/2016,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=60023,51.8,51.9,51.9,Mon
02/05/2016,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=60021,51.7,51.5,51.5,Mon
02/05/2016,10:30,EUR,orange,German Buba President Weidmann Speaks,https://www.forexfactory.com/calendar?month=may.2016#detail=63990,,,,Mon
02/05/2016,14:30,CAD,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=may.2016#detail=60183,52.2,,51.5,Mon
