date,time,currency,impact,event,detail,actual,forecast,previous,day
01/10/2012,All Day,CNY,gray,Bank Holiday,https://www.forexfactory.com/calendar?month=october.2012#detail=42144,,,,Mon
01/10/2012,00:30,AUD,yellow,MI Inflation Gauge m/m,https://www.forexfactory.com/calendar?month=october.2012#detail=39237,0.2%,,0.6%,Mon
01/10/2012,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=38657,49.8,49.9,49.2,Mon
01/10/2012,07:15,CHF,orange,Retail Sales y/y,https://www.forexfactory.com/calendar?month=october.2012#detail=39289,5.9%,4.1%,2.9%,Mon
01/10/2012,,EUR,orange,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=43858,44.5,,44.0,Mon
01/10/2012,07:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=38511,43.6,47.6,46.7,Mon
01/10/2012,07:45,EUR,orange,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=43512,45.7,44.1,43.6,Mon
01/10/2012,07:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=58952,42.7,42.6,42.6,Mon
01/10/2012,07:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=59011,47.4,47.3,47.3,Mon
01/10/2012,08:00,EUR,orange,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=october.2012#detail=40850,10.7%,10.8%,10.7%,Mon
01/10/2012,,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=38510,46.1,46.0,46.0,Mon
01/10/2012,08:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=october.2012#detail=38557,48.4,49.5,49.6,Mon
01/10/2012,,GBP,orange,Net Lending to Individuals m/m,https://www.forexfactory.com/calendar?month=october.2012#detail=40553,-0.4B,0.7B,0.6B,Mon
