date,time,currency,impact,actual,forecast,previous,day,event,detail,timezone
24/04/2020,,USD,orange,-14.4%,-12.0%,1.1%,Fri,,,Africa/Lagos
24/04/2020,12:57,EUR,yellow,-36.1,-21.0,-10.9,Fri,,,Africa/Lagos
24/04/2020,14:00,USD,yellow,71.8,67.8,71.0,Fri,,,Africa/Lagos
24/04/2020,,USD,yellow,2.1%,,2.1%,Fri,,,Africa/Lagos
24/04/2020,21:40,USD,red,,,,Fri,,,Africa/Lagos
26/04/2020,All Day,NZD,gray,,,,Sun,,,Africa/Lagos
27/04/2020,03:08,JPY,red,,,,Mon,,,Africa/Lagos
27/04/2020,,JPY,yellow,-0.10%,-0.10%,-0.10%,Mon,,,Africa/Lagos
27/04/2020,03:09,JPY,red,,,,Mon,,,Africa/Lagos
27/04/2020,06:32,JPY,orange,,,,Mon,,,Africa/Lagos
27/04/2020,21:38,USD,red,,,,Mon,,,Africa/Lagos
27/04/2020,23:30,JPY,yellow,2.5%,2.5%,2.4%,Mon,,,Africa/Lagos
28/04/2020,05:00,JPY,yellow,0.1%,0.2%,0.2%,Tue,,,Africa/Lagos
28/04/2020,07:00,EUR,orange,14.4%,15.6%,13.8%,Tue,,,Africa/Lagos
28/04/2020,09:09,GBP,yellow,0.26|3.2,,0.27|2.9,Tue,,,Africa/Lagos
28/04/2020,10:00,GBP,yellow,-55,-45,-3,Tue,,,Africa/Lagos
28/04/2020,12:30,USD,yellow,-64.2B,-55.0B,-59.9B,Tue,,,Africa/Lagos
28/04/2020,,USD,yellow,-1.0%,-0.4%,-0.7%,Tue,,,Africa/Lagos
28/04/2020,13:00,USD,yellow,3.5%,3.1%,3.1%,Tue,,,Africa/Lagos
28/04/2020,13:59,USD,yellow,-53,-41,2,Tue,,,Africa/Lagos
28/04/2020,14:00,USD,red,86.9,88.3,118.8,Tue,,,Africa/Lagos
28/04/2020,20:30,USD,yellow,,,,Tue,,,Africa/Lagos
28/04/2020,22:45,NZD,yellow,672M,700M,531M,Tue,,,Africa/Lagos
28/04/2020,23:01,GBP,yellow,-1.7%,,-0.8%,Tue,,,Africa/Lagos
29/04/2020,All Day,JPY,gray,,,,Wed,,,Africa/Lagos
29/04/2020,01:30,AUD,red,0.3%,0.2%,0.7%,Wed,,,Africa/Lagos
29/04/2020,,AUD,orange,0.5%,0.3%,0.5%,Wed,,,Africa/Lagos
29/04/2020,06:00,EUR,yellow,-3.5%,-2.3%,-0.9%,Wed,,,Africa/Lagos
29/04/2020,All Day,EUR,yellow,0.3%,0.0%,0.1%,Wed,,,Africa/Lagos
29/04/2020,08:00,CHF,yellow,12.7,,-45.8,Wed,,,Africa/Lagos
29/04/2020,,EUR,yellow,7.5%,5.5%,5.5%,Wed,,,Africa/Lagos
29/04/2020,,EUR,yellow,3.4%,3.8%,3.7%,Wed,,,Africa/Lagos
29/04/2020,09:20,EUR,yellow,1.78|1.3,,1.44|1.5,Wed,,,Africa/Lagos
29/04/2020,09:37,EUR,yellow,-0.48|2.5,,-0.34|1.8,Wed,,,Africa/Lagos
29/04/2020,10:38,GBP,yellow,0.61|2.3,,0.68|2.4,Wed,,,Africa/Lagos
29/04/2020,12:30,CAD,yellow,20.61B,9.05B,16.81B,Wed,,,Africa/Lagos
29/04/2020,12:32,USD,red,-4.8%,-4.0%,2.1%,Wed,,,Africa/Lagos
29/04/2020,12:34,USD,orange,1.3%,1.0%,1.3%,Wed,,,Africa/Lagos
29/04/2020,14:00,USD,orange,-20.8%,-13.3%,2.3%,Wed,,,Africa/Lagos
29/04/2020,14:30,USD,yellow,9.0M,11.2M,15.0M,Wed,,,Africa/Lagos
29/04/2020,18:00,USD,red,,,,Wed,,,Africa/Lagos
29/04/2020,,USD,orange,<0.25%,<0.25%,<0.25%,Wed,,,Africa/Lagos
29/04/2020,18:30,USD,red,,,,Wed,,,Africa/Lagos
29/04/2020,23:50,JPY,yellow,-3.7%,-5.0%,-0.3%,Wed,,,Africa/Lagos
29/04/2020,,JPY,yellow,-4.6%,-4.6%,1.6%,Wed,,,Africa/Lagos
30/04/2020,01:00,CNY,red,50.8,51.0,52.0,Thu,,,Africa/Lagos
30/04/2020,,CNY,orange,53.2,52.7,52.3,Thu,,,Africa/Lagos
30/04/2020,,NZD,orange,-66.6,,-73.1,Thu,,,Africa/Lagos
30/04/2020,01:30,AUD,yellow,-1.0%,1.0%,0.7%,Thu,,,Africa/Lagos
30/04/2020,,AUD,yellow,1.1%,0.3%,0.4%,Thu,,,Africa/Lagos
30/04/2020,01:45,CNY,orange,49.4,49.2,50.1,Thu,,,Africa/Lagos
30/04/2020,05:00,JPY,yellow,21.6,27.8,30.9,Thu,,,Africa/Lagos
30/04/2020,05:02,JPY,yellow,-7.6%,-16.1%,-12.3%,Thu,,,Africa/Lagos
30/04/2020,05:30,EUR,orange,-5.8%,-4.0%,-0.1%,Thu,,,Africa/Lagos
30/04/2020,06:03,EUR,yellow,-5.6%,-8.1%,0.8%,Thu,,,Africa/Lagos
30/04/2020,06:30,CHF,yellow,-5.6%,-3.6%,0.3%,Thu,,,Africa/Lagos
30/04/2020,06:45,EUR,yellow,-17.9%,-5.7%,-0.5%,Thu,,,Africa/Lagos
30/04/2020,,EUR,yellow,0.1%,-0.2%,0.0%,Thu,,,Africa/Lagos
30/04/2020,07:00,CHF,yellow,63.5,63.5,91.7,Thu,,,Africa/Lagos
30/04/2020,,EUR,orange,-5.2%,-4.2%,0.4%,Thu,,,Africa/Lagos
30/04/2020,,EUR,yellow,-0.7%,-0.5%,0.0%,Thu,,,Africa/Lagos
30/04/2020,07:55,EUR,yellow,373K,75K,1K,Thu,,,Africa/Lagos
30/04/2020,08:00,EUR,yellow,8.4%,10.5%,9.3%,Thu,,,Africa/Lagos
30/04/2020,09:00,EUR,orange,-3.8%,-3.7%,0.1%,Thu,,,Africa/Lagos
30/04/2020,,EUR,yellow,0.9%,0.7%,1.0%,Thu,,,Africa/Lagos
30/04/2020,,EUR,yellow,0.4%,0.1%,0.7%,Thu,,,Africa/Lagos
30/04/2020,,EUR,yellow,0.1%,-0.2%,0.1%,Thu,,,Africa/Lagos
30/04/2020,,EUR,yellow,7.4%,7.7%,7.3%,Thu,,,Africa/Lagos
30/04/2020,10:00,EUR,yellow,-4.7%,-5.0%,-0.3%,Thu,,,Africa/Lagos
30/04/2020,11:45,EUR,red,0.00%,0.00%,0.00%,Thu,,,Africa/Lagos
30/04/2020,,EUR,red,,,,Thu,,,Africa/Lagos
30/04/2020,12:30,CAD,red,0.0%,0.2%,0.2%,Thu,,,Africa/Lagos
30/04/2020,,CAD,yellow,-0.9%,-1.9%,-0.6%,Thu,,,Africa/Lagos
30/04/2020,,CAD,yellow,-15.6%,-15.5%,-4.8%,Thu,,,Africa/Lagos
30/04/2020,,EUR,red,,,,Thu,,,Africa/Lagos
30/04/2020,,USD,red,3839K,3500K,4442K,Thu,,,Africa/Lagos
30/04/2020,,USD,orange,-7.5%,-4.8%,0.2%,Thu,,,Africa/Lagos
30/04/2020,,USD,yellow,-0.1%,-0.1%,0.2%,Thu,,,Africa/Lagos
30/04/2020,,USD,yellow,0.8%,0.7%,0.7%,Thu,,,Africa/Lagos
30/04/2020,,USD,yellow,-2.0%,-1.6%,0.6%,Thu,,,Africa/Lagos
30/04/2020,13:45,USD,orange,35.4,38.0,47.8,Thu,,,Africa/Lagos
30/04/2020,14:00,USD,red,,,,Thu,,,Africa/Lagos
30/04/2020,14:30,USD,yellow,70B,70B,43B,Thu,,,Africa/Lagos
30/04/2020,20:30,CAD,red,,,,Thu,,,Africa/Lagos
30/04/2020,22:00,AUD,yellow,35.8,,53.7,Thu,,,Africa/Lagos
30/04/2020,23:30,JPY,yellow,-0.1%,0.1%,0.4%,Thu,,,Africa/Lagos
30/04/2020,23:50,JPY,yellow,,,,Thu,,,Africa/Lagos
30/04/2020,,JPY,yellow,,,,Thu,,,Africa/Lagos
