date,time,currency,impact,event,detail,actual,forecast,previous,day
01/03/2018,00:30,AUD,red,Private Capital Expenditure q/q,https://www.forexfactory.com/calendar?month=march.2018#detail=91420,-0.2%,1.0%,1.9%,Thu
01/03/2018,,JPY,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=91727,54.1,54.0,54.0,Thu
01/03/2018,01:45,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=89929,51.6,51.3,51.5,Thu
01/03/2018,03:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=march.2018#detail=91668,0.06|4.5,,0.09|4.6,Thu
01/03/2018,05:00,JPY,yellow,Consumer Confidence,https://www.forexfactory.com/calendar?month=march.2018#detail=91797,44.3,44.9,44.7,Thu
01/03/2018,05:30,AUD,yellow,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=march.2018#detail=91593,-1.0%,,-1.1%,Thu
01/03/2018,06:45,CHF,yellow,GDP q/q,https://www.forexfactory.com/calendar?month=march.2018#detail=90601,0.6%,0.6%,0.7%,Thu
01/03/2018,07:00,GBP,yellow,Nationwide HPI m/m,https://www.forexfactory.com/calendar?month=march.2018#detail=88413,-0.3%,0.2%,0.8%,Thu
01/03/2018,08:15,CHF,yellow,Retail Sales y/y,https://www.forexfactory.com/calendar?month=march.2018#detail=90553,-1.4%,1.1%,0.7%,Thu
01/03/2018,,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=85400,56.0,54.8,55.2,Thu
01/03/2018,08:30,CHF,yellow,Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=90314,65.5,64.1,65.3,Thu
01/03/2018,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=85518,56.8,57.9,59.0,Thu
01/03/2018,08:50,EUR,yellow,French Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=85705,55.9,56.1,56.1,Thu
01/03/2018,08:55,EUR,yellow,German Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=85707,60.6,60.3,60.3,Thu
01/03/2018,09:00,EUR,yellow,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=85709,58.6,58.5,58.5,Thu
01/03/2018,,EUR,yellow,Italian Monthly Unemployment Rate,https://www.forexfactory.com/calendar?month=march.2018#detail=85514,11.1%,10.8%,10.9%,Thu
01/03/2018,09:30,GBP,red,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=march.2018#detail=85710,55.2,55.1,55.3,Thu
01/03/2018,,GBP,orange,Net Lending to Individuals m/m,https://www.forexfactory.com/calendar?month=march.2018#detail=88155,4.7B,5.4B,5.1B,Thu
01/03/2018,,GBP,yellow,M4 Money Supply m/m,https://www.forexfactory.com/calendar?month=march.2018#detail=88156,1.5%,0.4%,-0.6%,Thu
01/03/2018,,GBP,yellow,Mortgage Approvals,https://www.forexfactory.com/calendar?month=march.2018#detail=88158,67K,62K,62K,Thu
