date,time,currency,impact,event,detail,actual,forecast,previous,day
01/02/2007,01:00,CNY,red,Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=18326,55.1,,54.8,Thu
01/02/2007,02:30,CNY,orange,RatingDog Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=18321,52.0,,52.4,Thu
01/02/2007,03:45,JPY,yellow,10-y Bond Auction,https://www.forexfactory.com/calendar?month=february.2007#detail=48975,1.70|2.8,,1.73|2.5,Thu
01/02/2007,05:30,AUD,orange,Commodity Prices y/y,https://www.forexfactory.com/calendar?month=february.2007#detail=10309,10.1%,,11.2%,Thu
01/02/2007,07:15,CHF,orange,Trade Balance,https://www.forexfactory.com/calendar?month=february.2007#detail=3467,0.43B,1.00B,1.23B,Thu
01/02/2007,08:15,EUR,yellow,Spanish Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=43790,56.2,,57.2,Thu
01/02/2007,08:30,CHF,orange,Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=3468,62.0,64.7,65.0,Thu
01/02/2007,08:45,EUR,yellow,Italian Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=43432,53.5,54.6,55.0,Thu
01/02/2007,09:00,EUR,orange,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=3522,55.5,56.3,56.5,Thu
01/02/2007,09:30,GBP,orange,Final Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=3472,52.8,51.9,52.0,Thu
01/02/2007,10:00,EUR,yellow,French 10-y Bond Auction,https://www.forexfactory.com/calendar?month=february.2007#detail=43327,4.12|2.8,,3.97|2.4,Thu
01/02/2007,12:30,USD,yellow,Challenger Job Cuts y/y,https://www.forexfactory.com/calendar?month=february.2007#detail=8621,-39.1%,,-49.3%,Thu
01/02/2007,13:30,USD,red,Core PCE Price Index m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3487,0.1%,0.2%,0.0%,Thu
01/02/2007,,USD,orange,Personal Spending m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3488,0.7%,0.7%,0.5%,Thu
01/02/2007,,USD,yellow,Personal Income m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3489,0.5%,0.5%,0.3%,Thu
01/02/2007,,USD,yellow,Unemployment Claims,https://www.forexfactory.com/calendar?month=february.2007#detail=3490,307K,315K,327K,Thu
01/02/2007,15:00,USD,red,ISM Manufacturing PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=3491,49.3,51.6,51.4,Thu
01/02/2007,,USD,red,Pending Home Sales m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=9880,4.9%,2.2%,-0.3%,Thu
01/02/2007,,USD,yellow,ISM Manufacturing Prices,https://www.forexfactory.com/calendar?month=february.2007#detail=3492,53.0,47.2,47.5,Thu
01/02/2007,15:30,USD,yellow,Natural Gas Storage,https://www.forexfactory.com/calendar?month=february.2007#detail=8322,-186B,-201B,-179B,Thu
01/02/2007,All Day,USD,yellow,Total Vehicle Sales,https://www.forexfactory.com/calendar?month=february.2007#detail=10001,16.6M,16.6M,16.7M,Thu
01/02/2007,16:30,EUR,orange,ECB President Trichet Speaks,https://www.forexfactory.com/calendar?month=february.2007#detail=3517,,,,Thu
01/02/2007,21:45,NZD,yellow,Visitor Arrivals m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3463,-1.3%,,0.5%,Thu
01/02/2007,23:50,JPY,yellow,Monetary Base y/y,https://www.forexfactory.com/calendar?month=february.2007#detail=3504,-21.1%,-20.0%,-20.0%,Thu
02/02/2007,00:30,AUD,orange,Goods Trade Balance,https://www.forexfactory.com/calendar?month=february.2007#detail=3464,-1.34B,-1.05B,-0.90,Fri
02/02/2007,08:00,EUR,yellow,Spanish Unemployment Change,https://www.forexfactory.com/calendar?month=february.2007#detail=43969,59.6K,,-0.3K,Fri
02/02/2007,09:00,CHF,orange,SNB Chairman Roth Speaks,https://www.forexfactory.com/calendar?month=february.2007#detail=8386,,,,Fri
02/02/2007,09:30,GBP,yellow,Construction PMI,https://www.forexfactory.com/calendar?month=february.2007#detail=3473,57.9,57.0,57.5,Fri
02/02/2007,10:00,EUR,yellow,PPI m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3511,0.0%,0.0%,0.0%,Fri
02/02/2007,13:30,USD,red,Non-Farm Employment Change,https://www.forexfactory.com/calendar?month=february.2007#detail=3474,111K,146K,206K,Fri
02/02/2007,,USD,red,Unemployment Rate,https://www.forexfactory.com/calendar?month=february.2007#detail=3475,4.6%,4.5%,4.5%,Fri
02/02/2007,,USD,orange,Average Hourly Earnings m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3476,0.2%,0.4%,0.4%,Fri
02/02/2007,15:00,USD,orange,Factory Orders m/m,https://www.forexfactory.com/calendar?month=february.2007#detail=3478,2.4%,1.6%,1.2%,Fri
02/02/2007,,USD,orange,Revised UoM Consumer Sentiment,https://www.forexfactory.com/calendar?month=february.2007#detail=3477,96.9,98.0,98.0,Fri
